cell,x,y,area µm²,PSD-95,NeuN,CD68,CD11c,E5,E9,CD8,H2A.x,CD3e,ATG7,CD163,ApoE,E7,Olig2,HLA-A,SMA,TMEM119,Vimentin,CD11b,Synaptophysin,a-Beta,Neurofilament,CD4,CD40,CD45,CD34,PCNA,Claudin-5,E2,E10,DAPI_1,CD31,HLA-DR,Gal3,AQP4,GFAP,E6,CD74,IBA1,CD14,P2Rx7,MAP2,CD44,E3,CollagenIV,S100B,E4,E1,E8,UMAP_1,UMAP_2,TSNE_1,TSNE_2
4829,18784,388,39.65,138.64,10.527,164.102,96.767,66.724,24.018,10.99,85.274,32.481,346.015,4.009,183.744,35.19,211.112,1.0,1.0,41.374,48.197,22.583,15.816,1.0,66.261,191.335,166.947,283.717,19.673,222.247,1.0,121.829,21.656,308.481,2.341,42.238,36.141,245.721,134.682,69.489,53.811,381.372,156.844,491.484,30.003,262.259,1.0,4.024,551.948,4.281,1.0,80.025,-0.17023468,-8.218498,-2.960027,1.5001796
4830,1045,2625,47.04,223.0,37.748,53.102,178.421,17.431,45.502,9.991,27.336,199.331,247.145,4.009,15.213,13.821,19.046,18.45,2.062,807.447,18.043,201.417,248.633,6.354,18.57,203.681,86.186,328.672,2.037,370.122,4.402,8.552,74.235,425.198,161.913,86.57,2.004,138.446,55.195,6.904,578.616,586.188,49.951,109.195,155.684,1.0,54.859,8.057,50.494,15.764,2.173,65.115,33.935837,54.482693,13.726719,20.362165
4831,15623,10056,92.53,409.48,11.888,67.827,229.832,47.007,47.037,91.909,11.534,144.764,196.68,74.22,38.564,5.274,40.96,32.628,2.062,92.101,56.063,186.0,176.672,1.0,33.631,99.768,328.468,327.673,12.411,85.661,8.938,50.626,94.891,21.08,93.525,291.731,175.699,374.787,302.687,142.702,122.024,268.515,233.767,95.971,155.684,312.9,9.687,8.057,562.368,105.985,1.0,88.972,-25.973572,-20.825054,4.8139668,-1.7733653
4833,20874,5869,110.72,440.56,22.777,166.367,189.51,4.286,22.484,77.923,8.023,146.862,183.292,13.036,4.046,33.053,25.492,1.0,1.0,641.809,1.0,125.361,447.587,1.0,199.294,124.46,187.967,266.734,11.374,126.298,1.0,62.494,55.457,19.825,51.956,92.755,83.33,187.055,19.065,26.979,130.826,298.819,118.882,496.292,236.248,1.0,1.0,11.081,313.595,7.562,1.0,3.982,47.41806,42.162308,6.33266,21.85468
4835,16354,14929,67.94,3.22,1.0,83.684,121.969,166.952,85.401,41.959,8.023,136.369,274.953,93.277,128.921,68.312,1.0,17.359,4.185,1.0,52.13,81.167,1.0,2.071,196.784,170.758,255.452,59.941,7.224,234.664,29.348,123.987,181.271,426.454,96.207,105.127,114.454,165.265,118.423,135.617,135.227,308.224,119.881,1.0,1.0,66.603,86.132,10.073,286.243,128.951,93.63,102.391,-10.069233,-23.022795,-3.8228393,-6.8729267
4836,5216,9230,161.6,458.32,14.61,61.031,90.718,198.171,234.253,82.918,8.023,208.775,297.61,11.03,89.326,134.556,37.093,36.99,3.123,41.374,6.244,408.0,367.159,2.071,136.543,238.661,457.907,208.792,11.374,143.231,12.339,136.933,395.342,21.08,76.093,46.362,102.406,346.292,26.291,257.245,72.514,200.591,85.915,457.823,262.029,85.017,35.748,13.097,494.639,28.887,66.662,267.897,52.703087,16.310543,-4.5929837,21.254147
4838,2194,13128,157.05,18.76,2.361,379.306,131.041,48.65,16.346,64.936,51.916,191.985,178.142,5.012,86.28,36.259,78.342,81.705,5.247,12.388,83.594,75.0,9.466,4.212,129.013,277.757,280.897,208.792,3.075,347.546,52.027,66.809,87.38,279.616,151.185,29.867,67.265,182.027,159.973,82.479,269.454,380.327,130.87,32.256,7.445,172.487,242.497,1.0,390.441,78.099,112.391,206.764,-26.748749,-46.82235,-3.2510521,-18.257746
4839,804,5787,46.9,338.44,20.054,101.806,179.429,122.589,258.806,27.973,23.824,202.479,372.793,7.018,1.0,202.937,29.359,14.087,2.062,525.863,4.933,198.333,367.159,1.0,211.844,277.757,358.339,354.646,3.075,286.59,4.402,29.05,494.867,141.563,192.754,75.229,48.189,94.866,2.807,114.362,423.485,356.293,33.967,269.083,371.597,2.151,164.315,12.089,398.256,97.783,23.278,135.194,62.705734,29.607857,-0.8606223,27.327059
4840,20816,17267,131.9,178.6,2.361,174.296,36.283,234.319,63.917,80.92,9.779,143.714,82.362,8.021,4.046,236.059,1.0,79.524,5.247,380.931,19.354,212.722,248.633,170.177,1.0,203.681,272.047,101.899,1.0,111.624,11.205,72.203,220.705,110.187,183.368,40.176,11.04,262.483,143.714,270.234,420.184,541.254,115.885,20.235,303.923,3.302,341.529,2.008,198.977,358.606,10.38,412.528,26.957178,0.06551552,13.619543,7.5366726
4842,18873,7706,104.61,464.98,30.943,116.531,247.978,1.0,7.138,114.886,32.603,167.85,199.77,105.313,24.351,22.369,65.452,158.048,1.0,84.854,139.969,351.472,324.828,1.0,8.53,262.324,388.209,350.65,148.308,349.803,71.304,38.759,85.502,433.984,106.934,880.409,200.8,404.958,275.59,19.894,497.199,462.881,693.307,391.704,49.339,172.487,1.0,181.445,338.342,14.123,1.0,1.0,14.367931,-23.186611,-11.161865,-23.285955
4843,12531,3571,59.27,274.06,7.805,40.643,119.953,9.215,20.949,82.918,6.267,133.221,186.381,9.024,173.591,14.89,31.937,6.453,1.0,90.03,23.287,73.972,142.807,1.0,108.932,146.066,289.748,147.853,9.299,96.949,1.0,194.111,183.148,24.845,7.705,33.991,76.302,448.539,170.812,71.851,107.721,305.089,91.909,439.791,33.226,88.47,11.424,8.057,404.768,22.325,1.0,5.473,0.8644295,0.17491531,-0.7119261,3.7176201
4844,608,6858,72.34,469.42,60.886,45.173,170.356,65.081,160.594,21.979,9.779,190.936,440.766,6.015,1.0,127.077,30.648,26.084,5.247,478.242,28.531,109.944,500.5,2.071,221.884,178.989,284.216,262.738,2.037,140.973,15.741,38.759,369.053,23.59,224.937,36.053,51.201,225.607,71.454,90.745,40.608,209.996,33.967,459.025,439.271,1.0,212.962,11.081,353.971,240.498,53.764,74.061,60.84539,30.732182,-0.9297486,25.467669
4846,11853,7828,42.35,209.68,28.221,250.184,138.098,119.303,37.829,103.897,67.717,200.38,339.836,14.039,119.784,5.274,456.028,24.993,3.123,16.528,58.685,139.75,1.0,1.0,1.0,200.594,246.601,183.817,35.234,735.858,18.009,127.224,76.113,706.324,104.252,83.477,127.507,260.807,179.844,137.979,81.316,403.317,121.879,227.007,1.0,247.297,21.849,93.743,765.554,101.064,9.208,162.033,-12.150864,-22.420982,-7.1700845,-6.0277467
4847,24204,15592,208.79,7.66,1.0,117.663,18.137,7.572,94.608,57.943,15.046,102.789,2.03,6.015,2.015,115.324,1.0,48.987,4.185,415.093,62.618,152.083,5.233,2.071,18.57,158.412,362.764,34.966,17.598,7.773,10.072,50.626,119.303,96.382,70.729,24.712,59.233,257.455,154.553,34.064,392.678,236.12,250.75,1.0,7.445,80.414,53.122,1.0,304.477,63.335,19.761,48.713,-1.9119759,-56.86582,13.082925,3.0833714
4848,17821,1070,137.01,58.72,10.527,375.908,90.718,84.798,31.691,11.989,11.534,52.419,66.913,4.009,149.226,65.107,16.468,3.181,1.0,4.106,90.15,70.889,7.35,1.0,18.57,201.623,228.9,225.775,14.486,157.905,2.134,143.406,27.289,321.031,1.0,315.443,55.217,148.503,219.588,71.851,376.175,255.975,185.815,388.097,7.445,173.638,2.737,93.743,327.922,2.64,1.0,139.667,3.0391865,-13.548367,-2.6131094,-0.96186596
4849,4324,16538,99.21,34.3,1.0,244.52,320.559,55.222,19.415,123.877,101.076,130.072,102.96,8.021,110.646,14.89,28.07,90.43,4.185,2.035,244.85,85.278,28.515,4.212,31.121,275.699,387.103,219.781,1.0,153.39,29.348,93.78,104.28,58.731,124.366,194.82,344.375,431.777,284.622,78.936,41.708,423.172,321.679,21.437,1.0,387.71,70.496,2.008,342.249,83.02,67.835,69.588,-33.58145,-30.611168,2.9847906,-17.39233
4850,8074,6426,122.23,538.24,26.86,95.01,138.098,5.929,80.797,68.932,20.313,241.306,306.879,8.021,53.793,36.259,31.937,2.091,1.0,583.836,1.0,314.472,386.208,1.0,56.221,282.901,528.711,334.666,13.449,230.149,1.0,22.577,278.917,130.268,46.592,192.759,90.358,156.884,67.841,84.84,346.469,389.732,88.912,447.004,439.271,24.018,6.212,11.081,476.404,9.202,1.0,78.534,43.810005,40.625664,2.3618581,25.102608
4852,6861,10907,63.82,191.92,18.693,152.776,105.84,112.73,154.456,120.88,65.961,200.38,156.514,7.018,85.265,106.776,42.249,47.896,2.062,39.304,132.102,212.722,1.0,1.0,23.59,335.372,519.86,182.818,20.71,258.369,11.205,102.41,299.573,505.52,60.001,75.229,86.342,98.218,161.779,266.691,684.237,469.151,160.84,17.83,1.0,140.262,30.536,10.073,499.849,179.803,1.0,81.516,-6.5198355,-35.08525,4.161126,-7.8109074
4853,15209,1669,119.81,69.82,6.444,253.582,65.517,5.929,4.069,12.988,15.046,117.48,143.126,16.045,77.143,10.616,25.492,3.181,1.0,68.29,12.799,144.889,20.049,1.0,3.51,85.365,130.439,270.73,22.785,173.708,1.0,114.278,14.145,361.192,5.023,135.025,67.265,133.418,114.81,112.0,499.4,445.116,135.865,285.913,17.113,136.809,1.0,5.032,294.057,19.044,1.0,75.552,4.397167,-15.463684,-2.7759137,-1.544402
4856,5267,9855,255.69,311.8,15.971,349.857,136.082,61.794,7.138,80.92,16.801,216.121,203.89,7.018,123.845,64.039,46.116,74.071,3.123,154.215,61.307,358.667,32.748,2.071,81.322,310.68,425.824,298.702,18.636,214.346,14.607,67.888,160.615,131.523,84.138,130.901,101.402,304.388,250.298,179.309,324.465,384.507,168.832,261.87,68.674,175.94,82.657,11.081,473.799,69.897,1.0,62.133,-17.899822,-4.80838,1.8905568,8.819448
4857,24171,4835,79.02,18.76,24.138,256.98,146.162,354.265,180.544,62.938,20.313,338.897,508.739,601.804,154.302,49.08,31.937,183.132,1.0,16.528,50.819,598.139,1.0,1.0,71.281,389.9,335.106,296.704,19.673,288.847,75.84,184.402,179.393,147.838,61.342,856.697,192.768,232.312,13.646,378.872,435.587,367.788,546.454,391.704,1.0,42.433,34.01,97.775,494.639,322.517,1.0,133.703,16.886322,-25.129272,-11.280494,-25.27405
4859,17439,11282,70.5,549.34,78.579,161.837,233.865,9.215,102.281,81.919,8.023,172.047,234.787,8.021,17.244,9.548,38.382,3.181,2.062,954.45,3.622,442.944,551.297,1.0,63.751,232.488,401.485,454.546,18.636,178.224,2.134,78.676,256.383,14.805,120.344,68.012,92.366,42.904,85.906,176.947,283.757,525.579,174.826,549.188,764.752,1.0,7.95,25.194,373.508,10.842,1.0,1.0,54.131653,39.49798,2.9549825,26.688261
4860,2428,13607,88.26,1.0,1.0,164.102,74.589,419.988,231.184,41.959,74.74,202.479,137.976,7.018,36.534,189.047,12.601,28.265,6.308,7.211,36.398,202.444,1.0,4.212,101.402,445.457,388.209,247.753,13.449,184.997,23.679,152.037,355.908,312.246,112.298,27.805,56.221,103.247,60.615,324.553,292.558,319.719,143.857,5.809,1.0,87.319,332.842,1.0,373.508,375.01,230.817,373.761,-54.313057,-48.51403,1.2553381,-28.170845
4862,16925,12658,50.31,7.66,5.083,292.092,118.945,40.434,116.092,140.86,32.603,217.17,288.341,10.027,133.997,5.274,59.006,376.17,2.062,3.07,449.37,942.444,5.233,1.0,13.55,186.191,364.977,744.256,191.879,610.559,451.174,121.829,254.506,352.407,396.577,17.495,369.475,555.814,172.618,256.064,10.902,380.327,284.716,526.347,17.113,42.433,9.687,423.382,525.898,140.433,5.69,83.007,-21.337593,45.782066,-19.8129,-20.29225
4863,1033,10385,172.69,564.88,21.416,245.653,108.864,150.521,65.452,104.896,29.091,148.961,202.86,6.015,78.159,170.883,40.96,78.433,7.37,98.312,15.421,276.444,354.46,3.141,111.442,271.584,432.462,241.759,10.336,286.59,35.018,76.518,278.917,170.428,159.231,85.539,77.306,235.664,167.199,186.394,343.169,503.635,138.862,407.332,361.929,57.395,145.203,15.113,456.867,124.03,40.866,150.104,52.97521,19.102592,-4.5565667,21.029743
4864,10752,722,81.87,12.1,5.083,369.112,728.828,14.145,1.0,40.96,20.313,104.888,581.862,24.069,321.817,1.0,55.139,174.407,1.0,299.147,159.634,461.444,197.837,623.1,1.0,739.704,232.219,657.343,1.0,376.895,1.0,129.381,2.878,326.052,88.161,818.551,314.254,109.951,199.716,93.106,226.545,576.783,261.739,497.495,7.445,238.09,1.0,5.032,333.132,1.0,1.0,99.409,-26.01577,12.532053,-10.619587,8.030416
4865,22141,8287,138.72,160.84,24.138,161.837,38.299,19.074,37.829,83.917,8.023,220.318,41.166,880.642,2.015,25.574,31.937,225.666,186.786,1.0,158.323,623.833,1.0,1.0,1.0,525.706,512.116,187.813,65.318,182.739,93.983,236.186,61.09,152.858,98.889,286.576,160.639,19.438,20.872,178.128,306.861,277.919,595.405,159.686,1.0,32.075,6.212,91.727,94.778,30.527,1.0,50.204,-15.171669,29.429634,-15.07855,-26.390228
4866,14168,4034,146.39,194.14,9.166,128.99,77.614,1.0,65.452,60.94,15.046,129.023,102.96,8.021,105.57,5.274,24.203,2.091,1.0,20.669,20.665,90.417,15.816,1.0,51.201,163.556,293.066,262.738,8.262,217.732,1.0,126.145,160.615,295.931,6.364,62.858,58.229,153.532,120.23,91.926,281.556,381.372,76.924,254.657,4.223,122.998,16.637,8.057,393.046,51.852,2.173,1.0,-3.1271248,-14.102806,-1.6140076,-2.2356472
4867,230,14147,164.59,3.22,1.0,178.827,210.679,447.921,369.295,41.959,2.756,194.084,163.724,7.018,54.808,117.461,2.289,26.084,7.37,5.141,63.929,136.667,1.0,7.424,149.093,231.459,441.312,247.753,2.037,126.298,46.358,116.435,440.41,185.489,160.572,141.211,146.583,109.951,132.875,337.543,125.325,353.158,106.894,11.819,26.781,117.243,393.65,1.0,351.366,361.887,149.912,403.582,-56.67501,-48.88114,1.1498624,-28.714596
4868,18231,5042,33.54,165.28,13.249,57.633,90.718,79.868,1.0,89.911,34.359,238.158,18.508,6.015,59.884,19.164,105.412,16.269,1.0,27.916,36.398,292.889,49.68,1.0,13.55,152.239,381.571,243.757,32.121,145.488,3.268,85.149,12.267,162.898,41.228,163.892,78.31,89.837,138.295,221.819,189.138,232.985,129.871,49.087,1.0,159.827,44.435,6.04,346.156,117.468,1.0,72.57,-18.759235,-28.372267,-1.109229,-11.705933
4869,16096,8696,56.85,52.06,17.332,407.622,241.929,158.737,310.982,40.96,6.267,248.651,158.574,498.494,30.442,326.877,52.561,473.235,1.0,2.035,549.008,702.972,1.0,1.0,8.53,627.561,393.741,582.418,582.972,501.064,347.985,132.618,170.004,113.952,506.534,738.136,287.146,165.265,159.973,345.809,402.58,763.835,887.113,147.664,1.0,255.354,1.0,345.761,290.15,115.828,1.0,14.419,20.0257,-18.44851,-17.867775,-23.652746
4870,20017,11933,152.65,289.6,74.496,189.02,221.768,7.572,28.622,100.9,36.114,132.171,272.893,7.018,14.198,8.479,109.279,20.631,1.0,363.332,2.311,165.444,92.011,1.0,18.57,203.681,275.365,194.806,62.206,327.227,4.402,204.9,145.592,235.69,109.616,254.616,117.466,1.0,10.033,133.255,511.502,304.044,80.92,273.892,91.232,1.0,4.475,16.121,334.434,48.571,2.173,14.419,20.406488,34.68922,9.856252,11.349409
4871,10904,7359,43.35,149.74,7.805,322.673,170.356,63.437,33.226,102.898,6.267,145.813,292.461,7.018,163.439,4.205,38.382,43.534,1.0,36.198,75.728,315.5,5.233,1.0,16.06,292.161,293.066,284.716,12.411,168.064,2.134,74.361,245.117,28.611,65.365,28.836,81.322,239.017,181.651,227.723,454.291,257.02,193.807,56.3,152.461,164.431,6.212,7.048,521.991,4.281,1.0,78.534,-17.314837,-20.465624,2.7897928,-12.20411
4872,3793,4379,253.27,249.64,21.416,125.592,584.674,79.868,19.415,42.958,9.779,73.407,613.789,33.096,110.646,45.875,73.186,117.695,3.123,228.751,437.571,139.75,276.148,297.595,139.053,354.92,251.027,416.584,44.57,310.295,35.018,47.39,85.502,21.08,305.393,105.127,248.993,156.884,362.302,146.245,89.018,474.376,123.877,406.13,88.01,238.09,6.212,29.226,335.737,114.187,23.278,114.319,-21.890179,13.7385235,-9.281164,9.858206
4873,1051,17276,138.43,27.64,1.0,193.551,290.317,94.656,63.917,56.944,1.0,109.085,46.315,7.018,39.579,87.544,4.867,75.162,13.74,12.388,94.083,84.25,1.0,6.354,500.5,248.95,202.349,231.769,4.112,14.546,62.233,41.996,149.348,22.335,202.141,82.446,78.31,208.846,219.588,68.309,63.713,503.635,118.882,2.202,1.0,211.619,207.75,2.008,636.609,186.365,23.278,53.187,-34.970863,-40.93821,0.04877435,-19.388718
4874,14827,4557,153.78,36.52,9.166,212.806,311.486,132.447,1.0,60.94,16.801,242.355,369.703,8.021,119.784,15.958,29.359,10.816,1.0,20.669,45.575,213.75,1.0,1.0,46.181,266.44,420.292,303.697,9.299,291.105,2.134,111.041,74.235,348.642,6.364,197.913,249.997,83.133,87.712,329.277,236.447,428.396,107.893,77.939,1.0,158.676,32.273,6.04,389.138,86.3,1.0,123.266,-22.425089,-24.859335,4.9147253,-13.173134
4875,1252,8143,176.81,593.74,29.582,81.418,165.316,262.252,401.521,175.825,13.29,245.503,494.321,7.018,1.0,321.535,34.515,82.796,9.493,635.598,14.11,306.25,487.801,6.354,211.844,314.795,518.754,318.682,6.187,156.776,48.625,21.498,688.282,27.356,250.415,47.393,67.265,292.654,10.033,284.404,127.525,318.674,71.929,555.199,497.277,1.0,298.094,15.113,419.095,168.32,98.32,419.984,69.40799,24.363293,-3.6383214,27.828157
4877,13921,17267,305.15,14.32,10.527,82.551,103.823,352.622,452.161,70.93,4.511,233.96,166.813,305.916,1.0,76.86,1.0,605.199,14.801,12.388,177.988,332.972,20.049,10.637,6.02,328.17,106.1,88.912,77.766,403.986,393.343,205.978,598.147,179.214,617.832,73.167,136.543,44.581,55.195,283.223,173.735,331.213,205.795,1.0,17.113,1.0,459.671,211.687,72.636,184.724,337.518,542.249,-58.77253,-28.761574,-16.094486,-15.916719
4878,6919,4262,174.11,460.54,29.582,125.592,149.187,35.505,94.608,82.918,8.023,111.184,383.092,9.024,37.549,34.122,31.937,62.074,1.0,58.973,40.331,381.278,290.964,1.0,78.812,157.383,350.595,280.72,9.299,184.997,2.134,80.834,198.171,23.59,61.342,232.966,128.511,145.151,253.911,152.149,169.334,268.515,25.975,403.726,239.471,3.302,4.475,63.501,396.953,43.65,1.0,94.936,44.45854,16.160795,-3.42274,18.782898
4879,18313,2191,72.49,47.62,3.722,151.643,123.985,84.798,134.507,17.983,8.023,116.431,300.7,372.114,181.713,98.229,24.203,69.709,1.0,85.889,82.283,392.583,7.35,1.0,93.872,525.706,339.532,545.455,5.15,68.729,1.0,201.663,132.447,26.101,2.341,719.579,72.285,202.141,161.779,145.064,359.672,586.188,528.472,386.895,17.113,341.673,7.95,4.024,274.52,61.695,1.0,81.516,14.959495,-26.0966,-10.660308,-24.424759
4881,23120,15568,380.05,14.32,1.0,128.99,23.178,4.286,33.226,85.915,4.511,132.171,23.658,6.015,156.332,52.286,2.289,36.99,2.062,381.966,74.417,156.194,1.0,111.286,8.53,146.066,374.934,30.97,5.15,45.024,6.67,81.913,102.402,65.006,42.569,29.867,89.354,274.216,159.973,32.883,167.133,245.525,130.87,5.809,1.0,76.961,16.637,3.016,404.768,42.01,10.38,26.348,-3.09375,-58.385284,12.887444,2.6366775
4882,16666,561,157.62,196.36,11.888,81.418,42.331,40.434,57.779,15.985,97.564,61.863,181.232,3.006,154.302,29.848,262.674,1.0,1.0,23.775,28.531,60.611,106.826,1.0,43.671,113.143,79.548,211.789,8.262,234.664,1.0,148.8,102.402,363.702,3.682,49.455,27.105,151.856,196.103,83.66,63.713,298.819,107.893,487.877,65.452,101.13,9.687,3.016,630.096,28.887,1.0,54.678,-1.7438107,-9.951649,-3.84786,1.0493469
4883,25279,9158,116.97,695.86,24.138,134.653,188.502,163.666,99.212,68.932,9.779,143.714,466.513,6.015,50.747,7.411,38.382,8.634,2.062,507.229,14.11,286.722,722.735,356.486,26.101,174.873,342.85,301.699,6.187,166.936,2.134,62.494,186.904,23.59,180.686,36.053,120.478,7.705,215.975,217.096,180.336,391.822,82.918,602.083,194.355,26.32,4.475,14.105,571.485,86.3,1.0,83.007,47.19962,34.860447,2.680245,21.109755
4884,3516,10884,54.72,300.7,18.693,172.031,88.702,125.875,60.848,111.889,8.023,191.985,264.654,7.018,141.104,89.681,43.538,93.702,4.185,83.819,137.346,182.917,13.699,2.071,51.201,234.546,506.585,242.758,23.822,187.254,38.42,60.336,357.786,53.711,145.821,92.755,132.527,461.948,277.396,192.298,313.463,278.964,164.836,383.289,91.232,311.749,98.294,62.492,566.275,122.389,11.553,117.301,-24.936981,-5.9396725,-11.849324,-6.1341834
4885,6379,15416,226.7,5.44,1.0,135.786,89.71,48.65,54.71,65.935,2.756,130.072,130.767,38.111,52.777,53.354,2.289,87.158,7.37,1.0,183.232,263.083,1.0,4.212,169.173,273.642,328.468,126.874,3.075,47.281,41.822,70.045,108.036,51.201,132.412,164.923,207.828,83.133,76.873,139.16,158.331,461.836,435.565,1.0,1.0,121.847,91.344,1.0,439.935,145.355,57.282,78.534,-31.609653,-35.358505,1.404544,-17.551653
4886,3574,50,55.57,160.84,18.693,11.194,193.542,35.505,1.0,1.999,6.267,77.604,458.274,1.0,28.412,42.67,4.867,16.269,1.0,449.256,2.311,90.417,422.189,8.495,103.912,99.768,25.339,258.742,1.0,140.973,1.0,2.079,4.756,28.611,94.866,27.805,1.0,116.656,13.646,25.798,24.105,130.577,1.0,231.816,297.477,1.0,1.0,8.057,213.304,2.64,5.69,96.427,46.566097,57.599236,11.065358,24.958052
4888,15781,9845,43.78,334.0,11.888,126.724,323.583,81.512,31.691,118.882,9.779,97.542,218.308,298.895,63.945,5.274,146.661,74.071,4.185,2.035,48.197,140.778,87.778,1.0,46.181,176.931,398.166,243.757,12.411,63.085,4.402,149.879,72.357,42.416,77.434,523.697,937.751,264.159,8.226,208.83,103.32,374.058,137.863,52.693,4.223,116.092,1.0,8.057,335.737,61.695,1.0,32.312,-42.803024,-22.975231,7.7403026,-19.488792
4889,16989,1170,53.58,85.36,3.722,17.99,241.929,42.077,50.106,15.985,27.336,16.741,282.162,2.003,158.363,21.301,62.874,6.453,1.0,16.528,62.618,8.194,15.816,1.0,11.04,154.297,154.777,179.821,14.486,68.729,1.0,114.278,72.357,93.872,1.0,228.842,78.31,264.159,179.844,81.298,36.207,361.518,172.828,473.451,39.671,192.053,13.162,1.0,409.978,17.404,11.553,57.66,-0.46100998,-4.533079,-1.7647913,2.2658818
4890,321,14859,263.51,5.44,1.0,341.929,261.083,502.143,392.313,53.947,34.359,270.688,461.364,17.048,78.159,143.104,29.359,48.987,8.431,5.141,62.618,141.806,1.0,12.778,236.945,336.401,488.884,311.689,3.075,178.224,48.625,152.037,609.414,157.878,139.117,74.198,193.772,125.037,114.81,440.277,73.615,540.209,202.798,59.906,1.0,157.525,424.923,3.016,589.72,522.645,72.525,461.733,-59.01226,-49.80259,0.96209157,-29.49489
4893,10853,7892,49.32,105.34,21.416,599.041,293.341,127.518,103.816,85.915,72.984,183.59,28.807,9.024,254.811,2.068,31.937,17.359,1.0,8.247,33.776,351.472,3.117,1.0,6.02,231.459,242.176,369.631,30.047,269.658,8.938,134.775,374.686,807.981,54.638,138.118,97.386,69.723,37.13,321.011,823.965,106.543,115.885,98.375,10.668,111.488,23.586,8.057,475.102,17.404,2.173,151.596,-2.4698935,-30.863327,2.6145418,-5.987887
4894,22137,9333,139.29,174.16,11.888,59.898,130.033,168.595,177.475,73.927,22.069,147.912,271.863,7.018,25.366,96.092,51.272,16.269,1.0,372.649,4.933,123.306,7.35,1.0,48.691,99.768,336.213,113.887,18.636,267.4,3.268,71.124,66.724,180.469,18.432,122.653,103.41,341.263,53.389,192.298,304.661,310.314,85.915,309.957,1.0,30.924,20.111,12.089,412.583,10.842,10.38,205.273,10.553291,15.747059,4.6432033,7.3297167
4895,17092,5124,109.58,67.6,10.527,134.653,40.315,55.222,1.0,58.942,8.023,180.442,76.182,130.389,121.814,30.917,12.601,8.634,1.0,3.07,58.685,117.139,7.35,1.0,56.221,181.046,263.196,89.911,29.009,169.193,2.134,100.253,23.534,390.058,6.364,107.189,92.366,96.542,132.875,213.553,393.779,275.829,116.884,7.011,17.113,302.541,9.687,4.024,286.243,56.773,1.0,106.864,-9.395365,-31.605347,-1.0090538,-8.187366
4896,5624,8660,73.34,447.22,18.693,84.816,124.993,240.891,310.982,65.935,8.023,227.664,353.225,10.027,51.762,130.282,24.203,12.997,3.123,561.061,4.933,368.944,333.294,1.0,254.515,283.93,355.02,305.695,9.299,189.512,6.67,125.066,340.885,36.141,81.456,56.672,79.314,146.827,31.711,269.053,158.331,285.234,61.939,379.682,303.923,1.0,23.586,12.089,467.287,55.133,54.937,278.334,62.040833,26.797688,-2.2351694,26.603132
4897,7320,12108,122.37,189.7,2.361,175.429,94.751,24.003,4.069,77.923,36.114,178.343,67.943,9.024,96.433,1.0,4.867,12.997,1.0,7.211,33.776,127.417,1.0,1.0,116.462,354.92,346.169,193.807,15.523,271.915,11.205,13.946,27.289,194.274,29.16,22.65,73.289,76.428,42.55,185.213,387.177,274.785,168.832,8.213,1.0,96.526,6.212,7.048,428.213,28.887,1.0,50.204,-14.082016,-34.209274,0.11485703,-9.558496
4898,25734,1797,133.89,1.0,18.693,227.531,635.078,38.791,565.719,34.966,13.29,284.33,551.995,816.449,304.558,222.169,22.914,645.551,84.869,2.035,230.429,608.417,1.0,1.0,1.0,794.233,556.369,545.455,10.336,363.349,151.814,541.496,329.618,294.676,104.252,285.545,472.889,1.0,1.0,110.819,474.095,310.314,622.378,166.899,1.0,51.641,6.212,311.486,202.884,699.808,120.599,627.239,-11.000809,29.080103,-14.34443,-28.690329
4899,3039,187,93.38,149.74,24.138,112.0,183.461,84.798,8.673,13.987,74.74,109.085,362.494,1.0,3.03,70.449,345.172,28.265,2.062,123.158,12.799,311.389,377.742,2.071,33.631,86.393,36.402,277.723,2.037,384.797,4.402,18.261,6.633,294.676,116.321,113.375,9.032,260.807,24.485,35.245,160.532,183.871,20.98,140.451,236.248,1.0,4.475,9.065,442.54,12.483,11.553,83.007,45.519997,55.619377,11.069715,27.748825
4900,15714,7354,26.86,158.62,21.416,67.827,106.848,1.0,7.138,86.914,116.877,121.678,16.448,14.039,69.021,6.342,300.055,8.634,1.0,29.987,28.531,75.0,7.35,1.0,3.51,119.316,202.349,31.969,19.673,347.546,1.0,145.564,136.203,641.063,7.705,107.189,102.406,113.304,57.002,31.702,31.806,61.609,86.914,2.202,4.223,171.336,1.0,9.065,568.88,5.921,1.0,32.312,-11.232063,-20.981739,-6.240246,-5.3336935
4901,21787,2706,104.04,536.02,26.86,90.48,183.461,1.0,4.069,49.951,36.114,185.689,196.68,9.024,65.976,4.205,25.492,1.0,1.0,630.422,11.488,218.889,307.896,1.0,129.013,132.691,272.047,342.658,4.112,387.054,1.0,62.494,23.534,407.628,22.455,68.012,87.346,66.371,80.486,139.16,377.275,466.016,64.936,440.993,255.584,1.0,1.0,9.065,329.224,12.483,1.0,51.696,31.124489,42.41122,10.094026,16.091394
4903,3728,6932,129.2,533.8,74.496,119.929,123.985,7.572,74.659,39.961,13.29,222.417,432.527,8.021,7.091,101.434,40.96,30.447,4.185,354.015,32.465,196.278,477.218,3.141,171.683,305.536,445.738,341.659,18.636,353.19,12.339,22.577,344.641,88.852,216.891,118.529,71.281,307.74,234.04,65.947,237.547,295.684,108.892,679.022,574.619,146.016,124.355,10.073,432.12,127.31,20.933,87.481,58.075718,30.443579,0.32739598,25.18404
