class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,Neurofilament,CD3e,CD45,CD4,NeuN,ATG7,A-Beta,S100B,IBA1,CD68,MAP2,CD31,HLA-A,GFAP,CD11b,SMA,DAPI_1,GalMac3,CollagenIV,CD14,PSD-95,CD11c,CD34,Synaptophysin,AQP4,P2Ry12,CD40,Claudin5,HLA-DR,Trem2,iNOS,CD163,CD74,ApoE,H2A.x,PCNA,TMEM119,CD44,P2Rx7_Park7,CD8,Vimentin,UMAP_1,UMAP_2,TSNE_1,TSNE_2
dense,964,12430,16729,246.74,105.03,0.28,0.72,490.201,580.012,482.661,283.78,182.214,643.083,274.699,58.635,132.651,41.466,485.809,222.207,32.714,287.478,300.7,29.543,69.255,149.55,58.534,296.089,453.179,307.385,1.0,154.571,55.74,180.631,323.686,26.291,72.57,47.62,3.838,16.136,80.129,74.912,90.341,443.414,194.712,1.0,497.372,500.5,15.478,-78.39722,66.99294,-21.808039,12.567736
dense,965,10615,16793,2037.13,450.55,0.13,0.74,356.314,580.012,748.02,383.448,107.87,738.751,367.756,129.992,244.942,185.625,371.952,203.179,270.571,419.699,768.232,43.814,199.559,201.543,79.455,394.452,425.137,565.491,1.0,213.149,321.227,215.297,381.15,70.551,582.507,80.92,18.028,674.568,287.842,109.483,155.317,686.029,493.582,69.739,474.43,557.521,239.891,-87.05031,66.800865,-26.258152,13.599419
dense,966,12723,16795,333.51,127.85,0.26,0.75,253.325,539.237,587.467,297.687,103.223,644.923,370.493,149.203,124.907,36.408,423.371,217.45,32.714,158.93,272.728,43.814,13.41,123.554,48.073,249.982,425.137,309.242,1.0,102.325,118.69,166.45,376.73,38.937,87.481,34.3,3.838,8.568,99.911,84.449,49.732,467.2,327.543,1.0,409.777,557.521,44.435,-79.6092,66.488785,-21.729017,12.294872
dense,967,13878,16839,370.53,117.64,0.34,0.78,98.84,657.486,484.891,492.387,14.94,705.635,496.395,810.629,241.07,66.757,203.004,226.964,318.143,518.864,280.72,86.629,87.87,201.543,199.754,532.775,383.074,376.089,14.523,178.319,994.526,220.024,449.666,184.361,87.481,200.8,32.219,38.841,149.366,111.868,139.073,467.2,333.078,42.243,19.77,443.479,189.217,-51.37711,5.3987637,-16.426046,-13.042599
dense,968,7357,16851,297.4,131.98,0.21,0.7,526.247,535.159,148.174,272.19,19.586,505.099,438.918,593.813,101.674,61.699,100.165,39.057,104.071,342.57,388.612,15.271,75.46,194.115,100.377,486.668,274.411,210.827,14.523,330.306,337.649,183.782,319.265,19.968,99.409,80.92,15.19,38.841,124.639,98.754,33.488,329.243,219.618,188.885,749.729,422.952,8.239,-82.64375,58.404297,-24.016829,16.091805
dense,969,8831,16869,564.89,185.6,0.21,0.8,521.098,633.02,525.029,339.408,386.66,517.978,354.071,88.824,113.291,43.995,313.187,196.043,72.357,313.188,400.6,29.543,205.764,179.26,53.304,332.975,432.147,301.814,4.381,143.488,334.912,196.388,288.323,38.937,90.463,147.52,15.19,53.977,94.965,57.03,317.756,617.05,310.939,1.0,559.939,696.651,51.674,-79.4177,69.21849,-22.163858,13.1745825
dense,970,13044,16889,210.78,71.25,0.52,0.82,160.634,641.176,803.768,599.009,553.935,770.028,222.696,187.626,194.605,54.111,614.357,274.536,8.929,261.768,268.732,29.543,87.87,194.115,53.304,293.015,484.726,333.381,1.0,238.48,154.271,196.388,317.055,32.614,78.534,134.2,3.838,16.136,75.183,76.104,204.049,631.321,272.197,1.0,343.038,657.877,51.674,-81.81774,66.53566,-20.288363,12.413375
dense,971,13087,16944,653.08,191.16,0.22,0.72,170.933,633.02,694.502,501.659,330.902,700.116,365.019,119.014,175.244,54.111,511.518,226.964,40.643,81.801,368.632,43.814,162.329,134.695,53.304,253.055,421.632,316.669,1.0,197.317,165.219,180.631,372.31,38.937,102.391,94.24,1.0,1.0,80.129,89.217,179.683,702.679,355.216,1.0,282.555,479.973,37.196,-81.93617,65.68742,-20.808971,12.302543
dense,972,7313,16940,250.5,98.23,0.33,0.83,665.284,694.184,480.431,441.394,61.405,611.807,266.488,492.266,322.384,193.213,37.728,36.679,119.929,254.423,712.288,15.271,447.758,220.112,393.277,523.554,221.832,298.1,9.452,366.719,334.912,186.934,325.896,26.291,355.869,87.58,18.028,296.159,376.861,72.527,25.366,502.879,424.399,397.392,893.635,372.774,109.587,-84.80119,60.19117,-25.372684,15.725118
dense,973,9650,16954,274.17,89.45,0.43,0.85,325.418,588.167,607.536,293.051,261.205,689.077,460.814,44.912,74.57,46.524,551.919,193.664,40.643,188.312,440.56,29.543,69.255,156.978,58.534,293.015,383.074,487.502,1.0,137.155,154.271,177.479,365.679,19.968,96.427,60.94,26.543,53.977,109.802,71.335,90.341,586.129,443.77,1.0,589.138,635.068,8.239,-80.59464,68.24718,-22.005003,12.224722
dense,974,7735,16981,374.15,116.04,0.35,0.79,454.155,620.788,547.328,369.541,47.465,676.199,663.351,462.077,217.837,94.577,133.221,184.15,199.214,551.919,488.512,58.086,44.435,249.822,152.681,557.366,312.968,519.069,9.452,225.815,521.027,208.994,356.838,13.646,162.033,154.18,52.085,46.409,124.639,184.587,17.244,690.786,363.518,10.165,751.814,890.521,15.478,-84.51411,62.93282,-24.428537,14.449207
dense,975,12233,17013,220.73,85.81,0.38,0.82,366.613,510.694,788.158,300.005,66.051,1000.0,203.537,108.036,268.174,56.641,1000.0,253.129,64.429,577.629,340.66,58.086,44.435,201.543,53.304,293.015,474.211,559.92,1.0,148.238,406.074,145.965,195.496,51.582,108.355,54.28,9.514,23.705,149.366,71.335,98.463,638.457,471.443,1.0,418.119,495.938,232.652,-81.37718,66.39931,-20.917519,14.003384
dense,976,9918,17019,201.47,70.53,0.51,0.86,531.397,563.702,536.179,202.654,93.93,486.702,321.227,3.745,35.849,36.408,247.077,200.8,88.214,89.147,396.604,29.543,7.205,142.123,58.534,262.277,404.105,346.379,1.0,154.571,6.474,186.934,367.889,57.905,93.445,54.28,20.866,46.409,149.366,59.414,25.366,319.729,333.078,1.0,534.912,591.733,8.239,-76.42024,68.36922,-22.73119,12.06807
dense,977,7433,17140,1091.48,277.03,0.18,0.76,443.856,608.555,453.672,355.633,24.233,681.718,493.658,560.879,341.744,97.106,111.184,86.629,183.357,401.335,432.568,58.086,69.255,227.539,100.377,422.117,355.032,238.68,2.69,194.151,417.022,240.508,365.679,13.646,481.116,180.82,52.085,84.25,208.713,120.212,41.61,419.629,313.706,695.259,705.931,457.164,500.5,-85.643036,59.595055,-25.232115,15.919368
dense,978,9562,17107,370.67,119.33,0.33,0.82,392.361,506.616,464.821,311.594,256.558,503.26,427.97,94.313,35.849,46.524,610.684,174.636,88.214,78.129,384.616,15.271,149.919,160.691,68.995,302.237,397.095,437.366,1.0,208.399,176.167,183.782,370.1,26.291,90.463,74.26,23.705,46.409,104.856,60.606,390.854,533.8,344.147,1.0,616.251,660.158,29.957,-79.02021,70.26703,-21.111052,11.499921
dense,979,10978,17119,208.79,92.42,0.31,0.81,145.186,596.322,649.904,469.209,535.349,505.099,488.184,102.547,97.802,49.053,375.625,205.557,64.429,111.184,460.54,29.543,94.075,142.123,58.534,394.452,351.526,435.509,33.117,227.398,126.901,194.812,292.743,38.937,114.319,134.2,9.514,38.841,94.965,67.759,212.171,607.536,385.657,1.0,484.858,603.137,22.717,-80.106544,71.09469,-20.39879,11.239336
dense,980,12288,17148,302.81,106.0,0.34,0.8,402.66,514.771,614.225,269.872,66.051,753.47,345.86,110.78,163.628,49.053,640.066,231.721,40.643,147.912,288.712,43.814,44.435,160.691,48.073,253.055,477.716,433.652,1.0,186.235,176.167,139.662,248.54,38.937,114.319,60.94,29.381,1.0,164.203,72.527,65.976,455.307,396.726,1.0,263.785,395.582,15.478,-79.8226,65.82225,-21.21725,12.617278
dense,981,9397,17136,212.34,79.6,0.42,0.83,639.536,584.09,462.592,249.012,75.344,484.862,430.707,31.19,39.721,46.524,515.191,191.286,104.071,144.239,384.616,15.271,38.23,186.688,74.225,256.129,309.463,364.948,1.0,156.154,280.173,174.328,403.252,51.582,90.463,67.6,57.761,38.841,119.693,52.261,17.244,405.357,327.543,1.0,451.489,616.822,22.717,-77.47482,67.65371,-22.68526,12.628052
dense,982,8940,17164,346.16,114.22,0.33,0.8,268.773,555.547,594.156,262.919,75.344,630.204,679.773,258.984,148.14,43.995,566.61,212.693,127.857,618.029,360.64,43.814,19.615,182.974,84.686,385.231,425.137,611.913,1.0,168.819,397.863,185.358,403.252,38.937,90.463,134.2,18.028,31.273,85.074,97.562,25.366,521.907,338.612,26.204,541.169,605.418,8.239,-82.505196,67.367355,-23.5576,13.75138
dense,983,10422,17189,309.56,106.1,0.35,0.81,165.784,669.718,246.29,626.824,61.405,170.26,148.797,6.489,1.0,107.223,144.239,457.686,968.286,23.037,712.288,771.657,44.435,45.565,89.916,80.92,172.758,156.978,1.0,70.661,3.737,152.268,1000.0,1000.0,159.051,780.22,3.838,591.318,10.891,14.113,1.0,81.871,64.648,1.0,199.132,108.199,58.913,-70.79938,57.78537,-20.976498,1.5908539
dense,984,12896,17202,335.71,123.8,0.28,0.74,191.531,612.633,578.547,320.865,89.284,740.591,403.337,124.503,159.756,41.466,327.879,224.586,40.643,59.765,320.68,43.814,13.41,156.978,53.304,259.203,428.642,359.377,1.0,107.074,167.956,158.571,339.157,32.614,84.499,27.64,3.838,8.568,114.748,83.257,65.976,576.614,360.751,1.0,426.461,530.151,73.391,-80.79233,66.62744,-21.67687,12.15678
dense,985,11253,17198,271.54,82.78,0.5,0.87,129.737,547.392,598.616,330.137,507.47,525.337,271.962,47.657,97.802,49.053,338.897,234.1,48.571,114.857,380.62,29.543,242.994,164.405,42.843,237.686,442.663,481.931,1.0,132.406,159.745,177.479,363.469,51.582,75.552,154.18,15.19,46.409,124.639,55.838,260.902,633.7,335.845,1.0,497.372,596.295,15.478,-79.789276,72.23482,-20.29458,10.840412
dense,986,9561,17211,328.67,101.48,0.4,0.82,613.789,575.935,569.627,411.262,614.34,462.785,315.753,1.0,93.93,51.582,625.375,188.907,48.571,85.474,484.516,15.271,56.845,97.558,48.073,222.317,330.495,337.095,1.0,162.487,22.896,171.177,292.743,26.291,159.051,80.92,9.514,53.977,94.965,60.606,122.829,650.35,424.399,1.0,497.372,548.397,1.0,-77.85268,69.88871,-20.149302,11.218152
dense,987,13382,17220,198.55,66.73,0.56,0.85,201.83,531.082,899.654,485.434,154.335,946.646,334.912,88.824,357.233,54.111,761.268,215.071,24.786,368.279,372.628,29.543,19.615,130.981,74.225,345.271,449.674,483.788,1.0,168.819,192.589,180.631,261.801,19.968,93.445,54.28,3.838,8.568,55.401,80.872,139.073,733.6,479.745,3.291,165.762,502.781,153.022,-82.35124,65.726746,-20.337425,13.444135
dense,988,9847,17241,260.88,112.59,0.26,0.63,562.294,555.547,431.373,311.594,386.66,437.028,425.233,20.212,35.849,41.466,214.022,184.15,88.214,118.529,372.628,29.543,69.255,182.974,84.686,311.458,383.074,351.95,1.0,165.653,105.005,190.085,392.201,57.905,78.534,154.18,40.733,38.841,169.149,67.759,244.659,391.086,263.895,1.0,576.624,751.39,8.239,-77.02832,69.298904,-20.702398,11.077788
dense,989,13723,17258,204.24,89.27,0.32,0.69,6.149,510.694,647.674,494.705,405.247,521.657,521.027,119.014,136.523,51.582,460.099,210.314,72.357,136.893,256.744,43.814,156.124,156.978,63.764,336.049,330.495,299.957,1.0,143.488,291.121,171.177,361.259,32.614,51.696,114.22,18.028,16.136,109.802,82.064,163.439,583.75,172.573,3.291,76.081,532.432,109.587,-80.62301,65.04451,-19.759998,12.074921
dense,990,13966,17270,286.67,88.2,0.46,0.81,83.392,580.012,547.328,480.798,42.819,703.796,397.863,269.962,179.116,64.228,357.261,226.964,183.357,405.007,280.72,58.086,13.41,190.401,131.759,412.895,397.095,335.238,1.0,129.239,630.507,194.812,374.52,38.937,90.463,114.22,23.705,31.273,154.312,92.794,130.951,493.364,230.687,49.117,17.685,450.322,153.022,-51.5681,6.1636915,-19.940365,-1.442783
dense,991,14116,17275,217.32,87.27,0.36,0.8,31.897,677.873,119.185,480.798,433.126,210.735,370.493,110.78,225.581,76.873,122.202,131.821,238.857,298.496,236.764,43.814,596.677,142.123,42.843,502.037,263.895,119.84,4.381,203.65,548.397,227.902,347.998,51.582,90.463,167.5,20.866,31.273,179.04,77.296,788.829,286.429,111.693,7.874,1.0,135.568,413.63,-45.40861,1.6641712,-15.267342,-14.052033
dense,992,14245,17280,187.75,88.83,0.3,0.75,42.196,555.547,145.944,420.534,5.647,236.492,323.964,193.115,113.291,49.053,162.603,172.257,207.143,482.136,196.804,72.357,44.435,138.409,42.843,511.258,348.021,99.414,4.381,184.651,811.148,194.812,401.042,38.937,63.624,167.5,32.219,23.705,144.421,129.749,98.463,27.164,36.975,113.273,1.0,133.288,153.022,-47.815014,2.066349,-14.280923,-13.338886
dense,993,13416,17396,873.03,275.0,0.15,0.7,160.634,628.943,719.031,434.441,186.86,773.707,455.34,209.582,241.07,26.291,573.956,219.829,119.929,184.64,352.648,43.814,63.05,116.126,58.534,274.572,393.589,385.374,1.0,145.071,195.326,202.691,323.686,19.968,102.391,127.54,15.19,31.273,90.02,78.488,130.951,750.25,407.795,3.291,355.551,571.205,109.587,-82.67522,66.07844,-21.10932,12.648266
dense,994,9783,17378,346.51,122.04,0.29,0.74,567.443,592.245,667.743,304.64,89.284,584.21,427.97,20.212,155.884,172.98,261.768,205.557,72.357,203.004,568.432,29.543,38.23,127.268,63.764,317.606,393.589,450.364,1.0,171.986,58.477,180.631,420.934,51.582,141.158,54.28,23.705,91.818,238.386,62.99,49.732,490.986,490.814,1.0,516.142,698.932,8.239,-79.370445,68.38216,-23.154097,12.5832815
dense,995,12172,17393,637.73,216.27,0.17,0.75,181.232,661.563,511.65,432.123,79.991,626.525,551.134,322.107,388.209,342.43,243.404,203.179,286.429,342.57,564.436,58.086,112.689,182.974,42.843,468.225,358.537,413.227,1.0,352.471,406.074,204.267,365.679,45.259,406.564,127.54,216.693,99.386,426.317,485.002,25.366,548.071,526.789,1.0,251.271,427.514,66.152,-87.44139,67.31901,-26.078094,13.433943
dense,996,11123,17404,297.48,102.71,0.35,0.77,469.603,543.314,580.777,290.733,191.507,573.171,389.652,113.525,136.523,18.704,463.772,205.557,151.643,335.224,400.6,29.543,32.025,82.703,74.225,286.868,467.2,420.654,1.0,289.143,148.797,205.842,299.374,38.937,153.087,87.58,18.028,91.818,119.693,86.833,65.976,545.693,333.078,3.291,528.656,612.26,29.957,-80.0381,67.42809,-22.764563,12.6509075
dense,997,11243,17450,1428.96,285.52,0.22,0.76,248.175,694.184,694.502,452.984,279.791,639.403,323.964,42.168,330.128,61.699,309.515,198.421,159.571,214.022,636.364,86.629,174.739,104.985,53.304,302.237,467.2,498.643,16.213,240.063,187.115,201.115,341.367,26.291,176.943,134.2,205.341,76.682,282.896,396.785,204.049,636.079,548.928,1.0,361.808,564.363,15.478,-86.54781,68.492874,-25.13153,12.712518
dense,998,13513,17440,424.26,144.71,0.25,0.73,109.139,657.486,805.998,436.759,275.144,705.635,545.66,220.56,291.407,31.349,493.154,272.157,215.071,309.515,408.592,58.086,125.099,149.55,168.372,363.714,414.621,407.656,1.0,200.483,302.068,215.297,332.527,57.905,120.284,180.82,20.866,38.841,134.53,96.37,130.951,828.743,515.72,5.583,313.839,657.877,131.304,-83.74872,66.80713,-21.960094,13.572772
dense,999,14058,17453,391.14,141.88,0.24,0.72,124.588,575.935,362.246,413.58,10.293,514.298,548.397,316.618,213.965,43.995,287.478,200.8,270.571,526.21,320.68,58.086,32.025,153.264,53.304,612.695,379.568,229.396,1.0,132.406,605.874,218.448,354.628,19.968,102.391,174.16,20.866,38.841,114.748,103.523,98.463,298.321,216.85,14.748,1.0,256.452,145.783,-50.16125,4.791978,-15.256987,-13.141439
dense,1000,9077,17458,194.15,65.92,0.56,0.88,551.995,649.331,743.56,334.773,66.051,405.751,630.507,55.89,306.895,43.995,518.864,205.557,88.214,313.188,728.272,43.814,19.615,71.561,84.686,431.338,446.168,474.504,1.0,167.236,132.375,202.691,394.412,64.228,173.961,20.98,3.838,31.273,188.931,68.951,25.366,500.5,623.645,1.0,511.971,509.623,15.478,-81.4692,68.943954,-23.67518,12.75975
dense,1001,7534,17471,347.93,142.24,0.22,0.73,145.186,722.727,431.373,561.923,61.405,529.017,677.036,527.945,713.465,312.081,236.059,153.229,556.0,463.772,584.416,43.814,540.832,279.532,1000.0,597.326,277.916,407.656,213.985,290.726,594.926,199.539,387.781,614.31,173.961,194.14,32.219,31.273,193.876,109.483,155.317,714.571,512.953,193.468,595.395,402.425,674.239,-86.02963,63.450188,-25.918226,15.264244
dense,1002,10819,17481,411.18,195.5,0.14,0.58,376.912,612.633,562.938,381.13,242.619,425.989,384.178,28.445,109.419,18.704,166.276,236.479,135.786,85.474,412.588,43.814,87.87,116.126,53.304,213.095,355.032,426.225,7.761,175.152,66.688,145.965,345.788,70.551,90.463,67.6,185.474,38.841,80.129,501.692,57.854,524.286,349.681,1.0,320.096,532.432,37.196,-85.55203,73.392914,-25.771969,11.040026
dense,1003,7320,17498,368.68,144.89,0.22,0.77,320.268,633.02,339.946,522.52,289.084,457.265,507.342,563.624,225.581,155.276,162.603,50.95,223.0,416.026,636.364,43.814,69.255,93.844,131.759,495.889,246.368,220.112,6.071,399.967,488.184,202.691,352.418,32.614,162.033,140.86,15.19,46.409,228.495,122.597,82.22,462.443,518.488,397.392,764.328,393.301,37.196,-84.79857,59.63208,-24.929836,15.541952
dense,1004,9499,17554,270.4,107.12,0.3,0.74,366.613,661.563,545.098,249.012,182.214,405.751,531.975,50.401,113.291,18.704,232.386,210.314,104.071,180.967,424.576,43.814,162.329,123.554,53.304,354.492,411.116,390.944,11.142,189.401,219.959,199.539,383.361,64.228,78.534,27.64,15.19,31.273,174.094,71.335,82.22,426.764,371.82,1.0,549.511,664.719,8.239,-78.27558,68.52068,-22.82346,12.287241
dense,1005,8147,17670,2255.37,384.74,0.19,0.8,309.969,612.633,484.891,353.316,298.377,407.591,474.499,193.115,268.174,107.223,427.044,196.043,127.857,375.625,468.532,72.357,118.894,142.123,42.843,391.378,523.284,335.238,6.071,189.401,493.658,238.932,425.354,45.259,147.122,94.24,20.866,38.841,312.569,73.72,122.829,507.636,355.216,1.0,539.084,644.192,15.478,-82.15027,67.62224,-24.016441,13.809309
dense,1006,11284,17632,203.6,78.7,0.41,0.81,696.18,535.159,739.1,297.687,79.991,799.464,233.644,53.146,128.779,18.704,886.143,236.479,80.286,103.838,412.588,29.543,7.205,138.409,53.304,268.425,432.147,667.619,1.0,146.655,85.847,199.539,275.062,32.614,105.373,47.62,12.352,46.409,109.802,66.567,57.854,659.864,482.512,1.0,532.827,628.226,22.717,-79.68888,68.31867,-21.27186,13.249245
dense,1007,7440,17701,1009.4,222.93,0.26,0.79,340.866,665.641,252.98,350.998,28.879,523.497,589.452,574.602,55.209,97.106,70.783,50.95,112.0,485.809,236.764,58.086,44.435,116.126,189.293,545.071,298.947,272.104,4.381,369.886,510.079,232.629,458.507,32.614,332.012,127.54,15.19,23.705,104.856,96.37,1.0,452.929,169.806,230.128,774.756,393.301,22.717,-83.454575,59.044495,-24.234785,15.839381
dense,1008,11506,17700,458.29,142.1,0.29,0.79,263.624,641.176,683.353,350.998,56.758,746.11,627.77,47.657,148.14,21.233,291.151,207.936,246.786,316.86,408.592,58.086,44.435,168.119,58.534,317.606,326.989,541.351,1.0,171.986,291.121,183.782,350.208,26.291,105.373,107.56,208.179,53.977,60.347,653.092,49.732,707.436,476.978,1.0,426.461,646.473,37.196,-85.87308,70.23677,-25.01142,12.544163
dense,1009,8695,17687,321.07,117.9,0.29,0.78,392.361,584.09,600.846,281.462,52.112,538.215,619.559,129.992,62.953,21.233,379.298,222.207,135.786,364.607,340.66,58.086,25.82,160.691,74.225,403.674,425.137,420.654,1.0,152.987,304.805,216.872,476.188,45.259,63.624,60.94,15.19,23.705,134.53,98.754,17.244,538.557,457.607,1.0,489.029,664.719,15.478,-81.19035,67.39853,-23.20573,13.010938
dense,1010,11091,17742,748.52,245.49,0.16,0.66,299.67,584.09,756.94,274.508,61.405,735.072,326.701,105.291,217.837,31.349,338.897,241.236,223.0,368.279,520.48,58.086,50.64,156.978,147.45,357.566,498.747,515.355,11.142,176.735,474.499,227.902,323.686,95.842,176.943,114.22,18.028,46.409,193.876,92.794,74.098,714.571,529.557,1.0,605.823,639.63,37.196,-84.32895,66.579834,-23.717688,13.473186
dense,1011,9594,17742,453.68,138.29,0.3,0.8,593.191,612.633,482.661,223.515,52.112,442.547,269.225,80.591,97.802,28.82,379.298,193.664,80.286,203.004,344.656,43.814,131.304,112.413,53.304,320.68,390.084,396.515,1.0,160.903,99.532,193.237,429.774,83.196,126.248,20.98,15.19,84.25,164.203,53.453,106.585,407.736,330.31,1.0,524.484,621.384,22.717,-77.480255,67.93967,-22.695827,12.495587
dense,1012,13908,17746,250.64,96.9,0.34,0.81,52.495,608.555,467.051,265.237,33.526,633.884,214.485,283.684,144.267,36.408,416.026,226.964,80.286,261.768,268.732,58.086,19.615,186.688,21.921,326.828,383.074,197.829,1.0,124.49,447.129,208.994,352.418,13.646,96.427,67.6,6.676,46.409,90.02,54.646,74.098,314.971,147.668,7.874,34.37,363.651,102.348,-51.868645,6.7159004,-20.549875,2.180777
dense,1013,9651,17760,197.7,88.7,0.32,0.73,546.845,559.624,471.511,239.74,47.465,501.42,411.548,102.547,70.698,23.762,364.607,207.936,104.071,188.312,316.684,43.814,32.025,138.409,58.534,308.385,425.137,377.946,1.0,192.567,203.537,201.115,420.934,83.196,69.588,34.3,23.705,8.568,149.366,80.872,33.488,412.493,280.499,1.0,591.223,630.507,51.674,-78.02175,67.213036,-22.722176,12.724438
dense,1014,10347,17762,518.27,148.63,0.29,0.8,402.66,531.082,667.743,297.687,61.405,560.293,356.808,75.102,93.93,11.116,500.5,224.586,80.286,78.129,412.588,43.814,19.615,156.978,68.995,299.163,453.179,478.217,1.0,130.823,42.055,183.782,427.564,70.551,108.355,27.64,20.866,31.273,159.257,134.518,41.61,455.307,385.657,1.0,482.772,566.644,15.478,-79.09,67.93652,-22.23886,12.180201
dense,1015,11953,17765,217.1,95.08,0.3,0.74,237.876,734.959,422.453,411.262,214.74,655.961,263.751,80.591,171.372,21.233,158.93,200.8,223.0,210.349,396.604,43.814,292.634,197.829,100.377,336.049,355.032,366.805,11.142,298.642,39.318,196.388,449.666,89.519,114.319,107.56,196.827,38.841,134.53,872.443,212.171,595.643,244.524,1.0,459.831,584.89,174.739,-86.08984,72.84817,-25.77088,11.820927
dense,1016,8081,17809,506.48,157.91,0.26,0.79,387.211,592.245,257.44,239.74,47.465,473.823,340.386,239.772,78.442,21.233,327.879,167.5,80.286,324.206,296.704,58.086,32.025,123.554,53.304,329.902,449.674,220.112,2.69,157.737,441.655,224.751,434.195,70.551,54.678,47.62,12.352,16.136,134.53,47.493,17.244,336.379,153.202,1.0,451.489,559.801,15.478,-77.18127,65.089355,-22.624708,14.322172
dense,1017,8728,17799,263.29,88.61,0.42,0.81,747.675,592.245,629.835,281.462,47.465,534.536,696.195,149.203,66.826,21.233,129.548,188.907,80.286,393.989,380.62,58.086,25.82,153.264,100.377,388.305,358.537,442.937,2.69,167.236,359.545,202.691,414.303,57.905,60.642,47.62,9.514,46.409,99.911,89.217,9.122,605.157,349.681,1.0,580.795,536.993,8.239,-79.537224,67.11126,-23.312765,13.480706
dense,1018,10713,17827,267.49,96.86,0.36,0.74,500.5,612.633,589.696,297.687,131.102,512.459,499.132,42.168,82.314,13.646,390.316,193.664,80.286,67.11,356.644,58.086,38.23,142.123,68.995,253.055,474.211,422.511,1.0,126.073,33.844,197.964,370.1,95.842,111.337,47.62,15.19,16.136,149.366,79.68,49.732,422.007,374.587,1.0,522.399,507.342,22.717,-77.94503,68.036026,-22.305588,12.193183
dense,1019,13204,17841,363.49,124.08,0.3,0.72,186.381,681.951,522.799,413.58,321.609,795.785,274.699,239.772,155.884,69.286,515.191,269.779,262.643,100.165,316.684,72.357,56.845,1000.0,199.754,293.015,659.989,361.234,26.355,233.731,236.381,229.478,323.686,215.975,135.194,154.18,88.98,38.841,183.985,76.104,139.073,576.614,250.058,1.0,345.123,614.541,153.022,-81.968124,66.35762,-20.577673,12.2892685
dense,1020,9695,17885,190.45,77.47,0.4,0.78,485.052,588.167,600.846,269.872,56.758,538.215,178.904,25.701,51.337,23.762,540.901,165.121,88.214,70.783,408.592,43.814,13.41,123.554,100.377,256.129,418.126,420.654,1.0,205.233,176.167,191.661,401.042,102.165,69.588,60.94,12.352,38.841,154.312,66.567,33.488,452.929,452.072,1.0,591.223,616.822,22.717,-78.50177,68.41644,-22.238216,12.343476
dense,1021,9236,17898,272.32,87.01,0.45,0.85,624.088,628.943,536.179,235.104,112.516,405.751,378.704,11.978,70.698,13.646,412.353,196.043,119.929,78.129,400.6,43.814,38.23,67.848,68.995,317.606,442.663,368.662,1.0,187.818,167.956,183.782,361.259,89.519,78.534,27.64,3.838,38.841,139.475,57.03,49.732,422.007,319.241,1.0,582.881,603.137,29.957,-77.357994,68.156105,-22.692944,12.389732
dense,1022,9904,17923,437.76,110.62,0.45,0.87,320.268,563.702,785.929,265.237,117.163,586.05,255.54,14.723,86.186,21.233,335.224,260.264,80.286,85.474,428.572,43.814,19.615,108.699,68.995,296.089,446.168,546.922,7.761,168.819,63.951,172.752,359.049,57.905,96.427,47.62,15.19,46.409,104.856,58.222,57.854,540.936,429.934,1.0,491.115,648.753,15.478,-80.51725,69.579796,-22.235758,11.914951
dense,1023,14100,17929,313.61,133.18,0.22,0.73,129.737,616.71,451.442,374.176,14.94,747.95,299.332,366.019,179.116,33.878,581.301,186.529,119.929,316.86,280.72,43.814,87.87,168.119,21.921,342.197,369.053,220.112,1.0,126.073,469.025,186.934,270.642,7.323,78.534,87.58,3.838,23.705,60.347,72.527,415.22,393.464,211.316,3.291,1.0,201.712,196.457,-51.466396,7.101839,-19.181358,-2.1726623
dense,1024,10025,17925,255.55,98.37,0.33,0.79,428.407,588.167,710.112,281.462,70.698,659.641,400.6,42.168,78.442,21.233,313.187,222.207,127.857,41.401,456.544,43.814,38.23,145.836,105.607,280.72,369.053,539.494,1.0,168.819,80.373,190.085,376.73,83.196,90.463,80.92,15.19,38.841,114.748,64.183,41.61,550.45,441.003,1.0,530.741,562.082,29.957,-79.55104,68.7175,-22.372744,12.258387
dense,1025,12141,17953,690.39,255.53,0.13,0.65,309.969,612.633,750.25,425.169,131.102,836.26,304.805,69.613,535.349,129.985,405.007,203.179,278.5,232.386,676.324,43.814,218.174,175.546,53.304,317.606,383.074,526.496,1.0,140.322,192.589,186.934,403.252,57.905,394.636,100.9,193.989,250.75,362.025,558.914,171.561,795.443,413.33,1.0,418.119,580.329,131.304,-86.98454,67.978134,-26.159113,13.089197
dense,1026,14183,17960,254.84,118.58,0.23,0.69,83.392,580.012,248.52,334.773,10.293,451.746,247.329,215.071,105.547,28.82,342.57,188.907,135.786,423.371,224.776,43.814,19.615,130.981,42.843,437.486,369.053,184.831,1.0,140.322,592.189,199.539,381.15,13.646,45.731,87.58,3.838,23.705,80.129,78.488,57.854,165.121,75.717,3.291,1.0,203.993,51.674,-49.22132,4.006855,-14.8562565,-12.966734
dense,1027,10081,17962,410.75,135.22,0.28,0.77,212.129,571.857,710.112,230.469,84.637,604.448,400.6,44.912,82.314,16.175,379.298,272.157,96.143,78.129,412.588,43.814,19.615,149.55,68.995,317.606,425.137,519.069,1.0,165.653,36.581,175.904,352.418,51.582,117.301,54.28,18.028,31.273,124.639,78.488,41.61,571.857,471.443,1.0,557.854,689.808,15.478,-81.32597,69.999695,-22.346613,11.572766
