class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,CD40,SMA,MAP2,CD8,CD31,Synaptophysin,AQP4,CD34,PCNA,IBA1,S100B,CD163,Claudin5,GFAP,PSD-95,Trem2,NeuN,HLA-DR,CD14,CD11b,CD3e,P2Rx7_Park7,DAPI_1,CD11c,CD4,GalMac3,ApoE,CD45,HLA-A,CD68,Vimentin,A-Beta,H2A.x,TMEM119,CD74,P2Ry12,CollagenIV,CD44,Neurofilament,ATG7,iNOS,UMAP_1,UMAP_2,TSNE_1,TSNE_2
diffuse,1000566,509,9299,543.64,162.03,0.26,0.79,45.629,30.382,244.427,284.421,45.81,280.29,73.435,1.0,249.132,99.262,234.809,23.2,26.762,156.913,71.3,11.859,50.596,17.478,223.603,132.09,60.464,198.589,17.324,135.065,178.487,84.019,522.927,187.449,4.568,37.928,16.732,290.865,165.015,253.175,10.637,20.648,82.551,9.279,268.174,436.634,21.266,-6.034809,46.151817,-4.9382987,-0.15890911
diffuse,1000567,11088,9298,279.35,237.09,0.06,0.43,81.103,1.0,465.725,374.6,124.887,240.903,28.163,66.294,339.754,186.607,349.587,23.2,9.587,324.376,221.15,6.429,277.319,56.614,234.462,258.661,45.929,288.402,17.324,404.636,277.373,119.994,478.073,599.479,1.0,41.815,63.929,381.448,411.037,395.427,29.91,25.182,123.327,12.039,221.709,447.39,34.379,-23.295536,24.525196,-0.2716093,-0.8063007
diffuse,1000568,14388,9307,428.23,138.73,0.28,0.82,79.959,30.382,329.785,325.411,181.558,153.177,4.018,27.118,318.177,246.656,583.396,56.5,32.487,410.994,223.0,39.005,163.957,81.332,321.332,344.548,65.75,249.714,43.441,279.221,312.871,92.321,694.184,553.442,22.407,47.646,24.598,800.718,411.037,460.087,39.547,43.318,143.714,9.279,434.674,444.701,65.375,-19.660927,6.9999886,4.1078424,2.6231499
diffuse,1000569,2250,9356,1110.81,298.72,0.16,0.76,106.278,89.147,405.658,348.835,132.794,131.694,281.686,40.176,385.065,235.738,515.379,23.2,23.9,174.237,217.45,9.144,100.191,48.375,288.755,190.855,80.286,219.315,23.853,328.234,249.482,133.831,726.804,488.991,8.136,78.743,56.063,614.376,343.94,392.194,110.215,38.784,130.122,25.837,221.709,474.281,93.986,-28.556473,-6.1330013,2.344148,1.5130485
diffuse,1000570,16484,9333,190.95,114.79,0.18,0.66,76.526,89.147,332.946,383.97,261.953,176.452,154.924,20.588,246.974,170.23,549.387,23.2,84.011,590.006,415.4,90.584,93.106,44.256,250.75,285.783,44.607,204.116,14.059,123.532,203.843,117.227,494.384,482.085,36.679,53.477,111.126,469.443,500.5,343.699,84.518,97.726,170.898,64.472,721.209,411.087,121.405,-15.823011,17.649536,4.870806,-2.0903146
diffuse,1000571,10198,9499,4565.18,908.6,0.07,0.72,58.216,30.382,456.241,339.465,103.799,158.548,317.903,40.176,363.488,252.115,447.362,23.2,6.725,226.208,265.55,9.144,121.447,44.256,267.038,181.814,39.321,244.187,43.441,293.636,208.914,136.598,755.347,548.839,11.704,63.195,48.197,896.477,425.948,418.058,42.759,29.716,116.531,28.597,59.081,451.424,45.109,8.757172,-1.0368328,0.48337615,7.018568
diffuse,1000572,15603,9405,625.65,217.71,0.17,0.78,91.402,30.382,399.335,365.231,210.553,158.548,49.29,40.176,400.168,355.836,710.928,23.2,35.35,318.601,285.9,66.152,305.66,79.272,348.478,448.516,65.75,293.929,95.676,310.935,325.548,125.529,637.098,675.44,15.271,67.082,63.929,865.42,597.418,534.447,55.608,49.363,170.898,14.798,314.64,569.744,89.217,-22.179848,5.719406,4.5940294,1.9242456
diffuse,1000573,778,9534,7700.9,1475.02,0.04,0.56,69.66,89.147,506.823,320.727,106.435,151.387,224.341,46.706,346.227,148.393,426.106,45.4,32.487,226.208,193.4,20.003,171.043,52.495,261.609,190.855,68.393,206.88,27.118,305.169,267.231,131.064,624.865,431.445,8.136,148.712,56.063,534.145,299.209,346.932,33.122,43.318,136.918,12.039,241.07,464.869,66.567,24.108177,-1.3220596,-0.4173753,7.9480543
diffuse,1000574,809,9427,184.55,128.4,0.14,0.52,139.464,30.382,374.044,357.033,103.799,203.306,239.432,66.294,363.488,672.459,515.379,45.4,26.762,139.59,161.95,6.429,107.277,101.93,484.212,480.158,76.321,215.17,10.794,355.623,399.079,125.529,457.686,456.765,11.704,142.881,95.394,231.339,284.299,586.175,229.068,26.693,109.735,9.279,210.093,483.693,55.838,-42.39733,30.0961,0.5097922,-3.838415
diffuse,1000575,13317,9460,444.86,322.94,0.05,0.52,93.691,30.382,494.177,309.015,159.153,147.806,4.018,40.176,244.816,164.77,515.379,34.3,18.175,260.855,245.2,20.003,78.936,56.614,299.614,245.1,59.143,248.332,40.176,282.104,254.553,100.623,473.996,541.933,11.704,45.702,24.598,373.684,388.672,350.165,36.334,43.318,136.918,17.558,426.93,546.887,59.414,-12.483963,22.380302,-1.0605006,-0.0729301
diffuse,1000576,11792,9697,14180.14,1623.26,0.07,0.71,108.567,30.382,554.244,319.556,171.015,180.032,203.215,118.529,378.592,284.869,443.111,34.3,41.074,318.601,248.9,22.717,135.617,87.511,310.473,294.824,56.5,256.622,36.912,394.545,307.799,136.598,637.098,615.592,43.814,63.195,118.992,746.368,418.493,453.621,58.82,44.829,204.878,36.876,217.837,511.929,68.951,25.482864,-3.7313347,-0.23645532,8.068704
diffuse,1000577,11974,9530,1035.34,324.15,0.12,0.72,99.412,30.382,538.437,307.844,174.968,187.194,91.544,53.235,378.592,192.066,353.838,23.2,15.312,249.306,260.0,9.144,100.191,62.794,245.321,258.661,53.857,258.004,23.853,364.273,257.089,106.158,547.392,599.479,1.0,49.589,40.331,635.08,418.493,443.922,29.91,46.34,150.51,25.837,295.279,528.063,72.527,-18.811302,8.41161,1.3211175,1.7418941
diffuse,1000578,11544,9488,525.1,189.56,0.18,0.79,93.691,30.382,585.858,297.304,182.876,129.903,70.417,33.647,365.646,230.279,383.596,23.2,12.45,318.601,247.05,11.859,50.596,79.272,250.75,281.262,48.571,266.295,20.588,439.234,279.909,117.227,633.02,638.611,1.0,63.195,79.661,704.959,433.403,473.019,36.334,32.738,143.714,20.318,152.012,491.76,70.143,-22.103094,3.8443298,3.2371058,1.7440797
diffuse,1000579,1002,9517,795.5,245.27,0.17,0.72,129.165,59.765,487.854,312.529,124.887,137.065,263.577,46.706,363.488,557.82,468.617,167.5,29.625,197.335,184.15,11.859,64.766,260.534,332.19,308.385,71.036,198.589,49.971,280.662,323.013,131.064,649.331,459.067,40.246,207.019,40.331,503.088,314.119,557.078,328.646,32.738,130.122,23.077,272.047,478.315,91.601,-42.137276,24.531963,4.5229397,-0.6935376
diffuse,1000580,2541,9527,529.29,215.08,0.14,0.63,92.546,59.765,361.399,381.627,118.297,278.5,269.613,138.118,441.164,159.311,655.664,23.2,21.037,249.306,217.45,33.576,397.766,33.957,288.755,150.172,69.714,288.402,56.5,283.545,269.766,161.504,510.694,401.521,1.0,63.195,79.661,337.451,366.306,379.262,58.82,41.806,123.327,34.116,210.093,494.45,88.025,-38.43348,5.6320305,2.4893317,-1.4607869
diffuse,1000581,362,9526,220.09,96.46,0.3,0.78,36.474,1.0,399.335,330.096,89.302,149.597,103.616,1.0,365.646,110.18,319.83,34.3,12.45,116.491,113.85,1.0,50.596,31.897,234.462,181.814,67.071,222.079,14.059,323.909,257.089,100.623,531.082,477.482,1.0,47.646,8.866,321.922,291.754,314.602,7.424,7.045,109.735,1.0,70.698,498.483,16.498,-21.86962,45.42598,0.04830375,-1.080491
diffuse,1000582,11479,9541,364.49,151.82,0.2,0.69,86.825,30.382,478.37,321.898,164.425,133.484,118.707,72.824,385.065,230.279,268.817,23.2,12.45,139.59,250.75,14.573,178.128,58.674,267.038,276.742,49.893,258.004,14.059,395.987,269.766,92.321,608.555,576.461,4.568,51.533,48.197,707.547,373.761,405.126,33.122,53.897,136.918,17.558,155.884,493.105,61.798,-23.574379,2.1526213,2.216846,1.8557947
diffuse,1000583,12944,9582,466.54,352.91,0.05,0.51,121.155,30.382,573.212,335.952,176.286,382.339,34.199,112.0,326.808,148.393,392.098,23.2,63.974,266.63,282.2,22.717,135.617,50.435,337.62,245.1,53.857,317.419,69.559,305.169,274.838,128.296,559.624,585.668,33.111,51.533,181.921,446.15,336.485,363.097,36.334,50.874,272.837,17.558,303.023,487.727,72.527,-20.229198,25.014313,-0.63044584,0.9709568
diffuse,1000584,541,9589,545.78,212.82,0.15,0.62,50.206,30.382,468.886,352.348,86.666,149.597,160.961,7.529,346.227,148.393,341.085,23.2,21.037,330.15,108.3,6.429,64.766,33.957,223.603,181.814,65.75,194.444,20.588,261.922,226.662,86.787,429.143,383.106,1.0,53.477,8.866,264.984,254.478,311.369,13.849,11.579,116.531,6.519,155.884,444.701,33.187,-22.950167,45.915108,0.14587602,-1.1095085
diffuse,1000585,13193,9587,265.85,137.57,0.18,0.7,110.856,30.382,332.946,304.331,139.384,158.548,10.054,33.647,238.343,148.393,434.609,23.2,18.175,399.445,219.3,9.144,43.511,36.016,261.609,222.498,52.536,255.241,23.853,266.247,229.198,114.46,596.322,493.594,4.568,37.928,16.732,583.319,343.94,291.971,36.334,47.852,123.327,34.116,345.616,507.895,68.951,-12.88327,19.935547,-1.3116455,1.4480406
diffuse,1000586,2488,9660,2166.76,623.99,0.07,0.62,125.732,59.765,408.82,352.348,140.702,215.839,263.577,105.471,382.907,301.246,489.872,34.3,23.9,180.012,232.25,20.003,256.064,54.555,288.755,213.457,76.321,245.568,63.029,322.468,267.231,139.366,702.339,477.482,8.136,61.251,56.063,572.966,425.948,485.951,100.579,47.852,136.918,23.077,295.279,472.937,105.907,-1.6107903,-0.29049683,0.46498764,5.338694
diffuse,1000587,13302,9655,1286.55,316.78,0.16,0.77,165.784,30.382,579.535,333.61,198.691,137.065,25.145,27.118,374.276,667.0,502.626,34.3,15.312,364.798,235.95,55.293,355.255,85.452,435.348,498.24,61.786,263.531,95.676,371.481,528.391,97.856,673.796,636.309,50.95,140.938,40.331,792.953,478.134,721.961,190.521,56.92,116.531,34.116,295.279,510.584,91.601,-39.383247,20.26086,5.43122,0.41383785
diffuse,1000588,12299,9593,247.45,145.08,0.15,0.52,118.866,1.0,487.854,362.889,210.553,169.29,127.761,66.294,398.011,257.574,485.621,34.3,9.587,335.925,298.85,11.859,213.553,103.99,299.614,290.303,57.821,285.639,27.118,442.117,312.871,103.391,465.841,707.666,4.568,51.533,8.866,518.617,403.582,469.786,55.608,50.874,123.327,53.434,167.5,592.602,79.68,-26.326157,6.486374,3.5377991,-0.3467001
diffuse,1000589,15680,9633,294.14,97.89,0.39,0.84,92.546,30.382,487.854,312.529,244.819,103.048,163.979,869.412,372.119,257.574,681.17,23.2,321.596,301.277,339.55,30.861,100.191,87.511,305.043,385.231,64.429,281.494,20.588,292.195,305.264,108.925,624.865,703.062,11.704,84.574,87.528,764.484,560.142,547.379,65.244,59.943,667.0,28.597,388.209,494.45,86.833,-30.294182,7.10077,5.8918715,1.786926
diffuse,1000590,10826,9638,238.71,140.15,0.15,0.65,102.845,1.0,522.63,300.817,147.292,122.742,82.489,27.118,341.911,514.148,217.804,34.3,3.862,180.012,252.6,6.429,86.021,167.843,288.755,376.19,53.857,223.461,23.853,433.468,350.904,119.994,437.298,696.157,8.136,86.518,48.197,451.326,396.127,702.563,119.852,37.272,116.531,12.039,244.942,498.483,40.34,-39.797485,24.570297,0.6467345,-3.3470526
diffuse,1000591,12827,9698,337.41,197.24,0.11,0.61,98.268,30.382,772.38,293.79,197.373,124.532,61.363,20.588,367.803,132.016,396.349,23.2,12.45,208.884,271.1,17.288,277.319,50.435,261.609,249.62,43.286,238.66,10.794,403.195,295.122,97.856,575.935,631.705,1.0,51.533,24.598,614.376,366.306,321.068,29.91,52.386,136.918,14.798,306.895,495.794,64.183,-20.556105,10.703888,0.7681104,1.203465
diffuse,1000592,16354,9704,218.1,100.1,0.27,0.72,146.33,30.382,424.627,310.186,248.773,76.194,124.743,53.235,484.317,645.164,876.719,34.3,29.625,607.329,324.75,79.726,114.362,136.946,364.766,624.81,60.464,260.768,53.235,316.701,444.718,131.064,796.122,707.666,33.111,92.348,111.126,821.422,768.888,650.835,338.283,65.988,191.286,36.876,364.977,542.853,129.749,-24.630184,7.3294544,5.502927,1.2998575
diffuse,1000593,11933,9727,256.05,136.95,0.17,0.61,166.928,30.382,576.373,299.646,219.778,208.677,31.181,262.176,393.695,688.836,358.089,45.4,132.673,491.838,269.25,39.005,178.128,194.621,408.201,484.679,49.893,292.548,17.324,393.104,355.975,194.712,669.718,691.553,200.8,119.558,315.646,836.951,373.761,492.417,103.791,52.386,334.0,20.318,210.093,552.265,90.409,-37.507988,17.704767,5.460224,0.719977
diffuse,1000594,535,9704,291.15,115.55,0.27,0.75,59.361,118.529,393.013,299.646,90.62,165.71,194.16,33.647,339.754,110.18,387.847,34.3,21.037,197.335,163.8,3.715,185.213,46.315,239.891,181.814,82.929,202.734,10.794,293.636,254.553,106.158,624.865,385.408,1.0,69.025,48.197,479.795,261.933,272.573,17.061,56.92,123.327,9.279,221.709,432.6,61.798,-32.70457,9.650768,0.59613055,0.3207297
diffuse,1000595,436,9762,550.82,237.01,0.12,0.72,55.928,30.382,430.949,326.583,80.077,147.806,224.341,14.059,324.65,197.525,434.609,45.4,18.175,116.491,104.6,3.715,57.681,58.674,277.897,199.896,64.429,223.461,14.059,244.623,257.089,131.064,637.098,383.106,1.0,69.025,24.598,446.15,254.478,343.699,29.91,11.579,123.327,9.279,233.326,448.735,28.419,-33.456284,10.909374,0.4618351,0.42624202
diffuse,1000596,14098,9768,866.92,302.83,0.12,0.65,77.67,30.382,541.598,304.331,171.015,169.29,58.344,20.588,324.65,366.754,502.626,67.6,35.35,249.306,145.3,9.144,248.979,77.212,402.772,376.19,57.821,235.896,23.853,260.481,368.652,72.95,787.967,523.518,15.271,104.01,32.465,751.544,343.94,437.456,58.82,29.716,116.531,6.519,264.302,478.315,27.227,-18.316343,4.131048,3.2887397,2.809061
diffuse,1000597,14842,9840,4872.96,1236.24,0.04,0.58,109.711,30.382,503.661,326.583,219.778,117.371,145.87,27.118,393.695,301.246,579.145,56.5,26.762,416.769,269.25,36.291,227.723,85.452,305.043,358.109,56.5,267.676,40.176,297.961,338.226,108.925,796.122,624.8,15.271,67.082,79.661,831.775,515.41,476.252,71.669,53.897,136.918,31.356,287.535,544.198,93.986,17.09025,-0.47420883,0.07632233,7.7141194
diffuse,1000598,13626,9754,406.2,138.42,0.27,0.69,77.67,1.0,522.63,350.006,161.789,251.645,25.145,40.176,311.704,197.525,604.651,23.2,15.312,243.532,213.75,6.429,220.638,62.794,277.897,236.059,57.821,293.929,33.647,257.597,279.909,111.693,694.184,532.726,4.568,43.759,48.197,774.837,343.94,356.631,26.698,25.182,116.531,12.039,252.686,550.921,46.301,-18.07336,5.6672354,2.8561454,2.269086
diffuse,1000599,12183,9778,551.82,208.83,0.16,0.69,79.959,1.0,484.693,403.879,148.609,636.565,100.598,92.412,385.065,175.689,362.34,34.3,9.587,214.659,267.4,98.728,589.064,66.913,381.054,249.62,59.143,445.921,134.853,331.117,302.728,122.762,624.865,636.309,1.0,49.589,32.465,736.016,657.06,421.291,29.91,34.25,123.327,28.597,248.814,506.55,66.567,-23.82331,18.808525,-4.4962053,-4.2622714
diffuse,1000600,12562,9791,469.95,191.19,0.16,0.69,124.588,30.382,664.892,365.231,178.922,369.806,166.997,66.294,413.114,399.508,438.86,134.2,72.562,382.121,263.7,39.005,404.851,85.452,435.348,425.914,73.679,285.639,69.559,420.494,485.287,153.202,633.02,684.647,179.393,102.066,205.52,679.078,388.672,557.078,100.579,59.943,306.816,31.356,155.884,481.004,49.877,-29.679329,13.4146595,5.1832523,0.49468336
diffuse,1000601,13564,9852,1150.46,350.39,0.12,0.67,92.546,30.382,500.5,333.61,164.425,153.177,37.218,46.706,331.123,290.328,608.902,45.4,12.45,255.081,211.9,11.859,241.894,52.495,326.761,281.262,57.821,266.295,46.706,277.779,330.619,92.321,702.339,537.329,8.136,82.63,32.465,761.896,396.127,443.922,52.395,35.761,116.531,23.077,225.581,497.139,57.03,-18.073112,3.3475285,2.9228773,2.884188
diffuse,1000602,921,9819,746.89,265.24,0.13,0.66,63.938,59.765,386.69,294.961,126.204,129.903,127.761,40.176,341.911,104.721,421.855,23.2,21.037,81.844,206.35,22.717,171.043,44.256,223.603,177.294,72.357,213.788,40.176,326.792,246.947,133.831,469.918,433.747,1.0,55.42,24.598,396.977,358.851,324.301,33.122,13.091,130.122,12.039,368.849,444.701,62.99,-16.641582,40.814827,-2.025349,-0.10960109
diffuse,1000603,11551,9820,561.69,300.63,0.08,0.54,83.392,30.382,462.563,323.069,151.245,206.887,260.559,66.294,369.961,263.033,498.374,23.2,21.037,208.884,271.1,20.003,86.021,108.109,299.614,317.425,65.75,284.257,49.971,443.558,312.871,147.668,555.547,622.498,25.975,74.856,95.394,552.262,433.403,456.854,84.518,35.761,204.878,20.318,128.779,561.677,53.453,-28.279888,0.31433487,3.144294,0.7999416
diffuse,1000604,2109,9805,341.04,130.73,0.25,0.75,73.093,89.147,573.212,275.052,127.522,138.855,336.012,46.706,357.015,99.262,540.885,23.2,29.625,180.012,223.0,3.715,78.936,40.136,245.321,141.131,60.464,211.025,14.059,335.442,221.591,150.435,824.665,482.085,1.0,49.589,48.197,616.964,351.396,350.165,52.395,23.67,157.306,20.318,287.535,427.222,62.99,-28.211143,-7.6732597,2.1304634,1.2065382
diffuse,1000605,12744,9884,2661.22,539.8,0.11,0.72,118.866,59.765,611.149,346.492,164.425,104.839,97.58,27.118,352.7,208.443,392.098,23.2,9.587,410.994,269.25,25.432,135.617,68.973,294.185,321.946,55.179,238.66,20.588,383.013,297.657,92.321,604.478,629.403,4.568,63.195,56.063,704.959,381.216,401.893,62.032,62.965,136.918,25.837,217.837,491.76,73.72,-6.3197517,-0.09830284,1.8432571,4.329723
diffuse,1000606,12257,9853,1060.85,315.77,0.13,0.65,81.103,30.382,642.763,348.835,177.604,292.823,173.033,72.824,365.646,132.016,366.591,23.2,9.587,226.208,250.75,28.147,383.596,48.375,250.75,222.498,52.536,299.456,33.647,370.039,307.799,117.227,498.461,608.687,1.0,49.589,48.197,598.847,463.224,353.398,29.91,41.806,123.327,25.837,295.279,493.105,68.951,-23.359657,12.779068,0.96567863,1.2864184
diffuse,1000607,13311,9864,498.16,185.38,0.18,0.74,115.433,30.382,468.886,321.898,156.517,113.79,49.29,66.294,361.33,197.525,562.14,45.4,12.45,532.26,252.6,25.432,149.787,83.392,277.897,281.262,59.143,280.112,33.647,334.0,315.406,95.089,551.469,587.97,8.136,47.646,71.795,673.902,381.216,411.592,42.759,40.295,136.918,25.837,326.256,532.097,72.527,-21.370995,6.6635237,3.851493,2.2722998
diffuse,1000608,13145,9895,811.7,263.24,0.15,0.76,108.567,30.382,563.728,330.096,163.107,103.048,49.29,20.588,341.911,164.77,489.872,23.2,9.587,278.179,234.1,6.429,149.787,56.614,256.179,263.181,55.179,227.606,20.588,349.857,269.766,97.856,518.849,599.479,1.0,45.702,32.465,588.495,373.761,382.495,33.122,44.829,130.122,14.798,256.558,476.97,54.646,-20.425219,9.353401,0.9453042,1.1210502
diffuse,1000609,1143,9924,318.72,109.83,0.33,0.76,100.557,59.765,560.566,305.502,138.066,128.113,254.523,125.059,361.33,230.279,638.66,34.3,46.799,162.688,210.05,6.429,100.191,52.495,283.326,217.977,68.393,219.315,17.324,326.792,262.16,161.504,453.608,452.161,11.704,78.743,63.929,332.275,314.119,466.553,68.457,26.693,225.265,39.635,384.337,515.962,98.754,-42.33539,7.800667,1.39197,-1.1507868
diffuse,1000610,13497,9932,302.52,158.04,0.15,0.58,177.227,30.382,487.854,350.006,174.968,208.677,97.58,66.294,374.276,759.803,621.655,145.3,81.149,359.023,239.65,25.432,100.191,101.93,533.076,642.891,63.107,255.241,59.765,359.948,520.784,150.435,620.788,668.535,197.232,181.753,158.323,624.728,366.306,886.845,184.096,53.897,313.612,50.674,148.14,526.719,79.68,-41.314735,22.162346,5.5619707,-0.18560697
diffuse,1000611,10531,9948,656.99,205.63,0.2,0.73,65.082,30.382,528.953,338.294,82.712,146.016,281.686,20.588,449.795,246.656,502.626,23.2,1.0,249.306,285.9,17.288,156.872,64.854,272.467,240.579,59.143,245.568,46.706,381.571,269.766,147.668,714.571,663.931,15.271,59.307,32.465,862.832,478.134,424.524,33.122,49.363,143.714,25.837,101.674,493.105,62.99,-22.591072,-4.3458805,3.1064284,2.0717323
diffuse,1000612,3170,10001,894.13,251.67,0.18,0.71,100.557,59.765,462.563,344.15,115.661,153.177,245.468,53.235,369.961,197.525,438.86,23.2,15.312,168.462,208.2,17.288,156.872,40.136,277.897,159.213,57.821,228.988,20.588,318.143,236.805,128.296,608.555,456.765,4.568,55.42,48.197,409.917,336.485,437.456,65.244,38.784,116.531,23.077,217.837,456.802,86.833,-37.847435,3.314351,1.5225933,0.06150229
diffuse,1000613,12593,10108,7733.67,1096.66,0.08,0.75,110.856,30.382,535.275,337.123,148.609,156.758,154.924,46.706,376.434,213.902,421.855,45.4,9.587,428.318,248.9,47.149,213.553,73.093,299.614,285.783,53.857,270.44,36.912,393.104,315.406,106.158,620.788,613.29,8.136,67.082,63.929,668.725,425.948,395.427,39.547,62.965,143.714,31.356,136.523,483.693,71.335,15.811676,0.111875534,-0.029294843,7.388283
diffuse,1000614,11672,9993,290.51,169.31,0.13,0.58,114.289,30.382,554.244,304.331,130.158,104.839,326.958,27.118,398.011,159.311,400.6,23.2,12.45,249.306,247.05,11.859,50.596,66.913,261.609,204.416,52.536,271.822,10.794,323.909,221.591,108.925,604.478,562.65,1.0,53.477,63.929,585.907,448.313,359.864,29.91,58.431,157.306,42.395,39.721,552.265,76.104,-32.765923,-4.3888874,2.6918237,0.7996838
diffuse,1000615,1973,10023,629.06,269.25,0.11,0.58,99.412,59.765,497.339,340.637,140.702,171.081,263.577,66.294,361.33,197.525,447.362,23.2,32.487,168.462,224.85,6.429,241.894,56.614,250.75,172.774,55.179,249.714,23.853,390.221,282.444,133.831,580.012,502.802,4.568,69.025,56.063,358.155,351.396,376.029,65.244,38.784,143.714,23.077,314.64,471.592,67.759,-37.30366,6.9094353,1.2770221,-0.3107056
diffuse,1000616,2242,10180,6648.94,1148.62,0.06,0.71,97.124,59.765,497.339,321.898,142.02,169.29,281.686,144.647,398.011,213.902,502.626,23.2,43.937,197.335,211.9,11.859,142.702,58.674,283.326,217.977,65.75,224.842,40.176,355.623,246.947,158.737,641.176,486.689,29.543,72.912,79.661,513.44,343.94,405.126,87.73,41.806,191.286,28.597,303.023,443.357,91.601,19.110878,0.6245575,-0.26063746,7.386051
diffuse,1000617,386,10079,464.9,168.61,0.21,0.71,101.701,30.382,361.399,326.583,98.528,142.435,145.87,20.588,363.488,399.508,409.102,34.3,21.037,87.618,149.0,1.0,43.511,60.734,305.043,335.507,76.321,211.025,17.324,292.195,315.406,125.529,620.788,468.274,4.568,69.025,16.732,464.267,254.478,485.951,71.669,20.648,123.327,3.76,380.465,427.222,34.379,-34.593998,32.592445,-0.3938726,-2.545448
diffuse,1000618,3345,10116,325.97,157.54,0.17,0.61,84.536,59.765,478.37,342.979,105.117,142.435,308.849,40.176,352.7,175.689,464.366,23.2,12.45,180.012,232.25,11.859,128.532,42.196,234.462,168.253,63.107,230.369,17.324,357.065,241.876,108.925,478.073,482.085,4.568,57.364,40.331,285.689,373.761,440.689,65.244,40.295,136.918,36.876,272.047,431.256,84.449,-42.735466,6.862941,1.3641044,-0.8349898
