cell,x,y,area µm²,E3,Vimentin,CD163,P2Ry12,a-Beta,PSD-95,CD11c,HLA-A,TMEM119,CD31,Gal3,HLA-DR,CD8,ATG7,MAP2,GFAP,CollagenIV,CD3e,CD4,NeuN,Neurofilament,CD74,Claudin-5,CD40,CD11b,E1,E10,Synaptophysin,CD34,ApoE,E2,PCNA,Olig2,E4,DAPI_1,H2A.x,E5,E6,E9,S100B,SMA,CD44,CD45,E8,CD68,AQP4,IBA1,CD14,E7,UMAP_1,UMAP_2,TSNE_1,TSNE_2
72,13226,16291,65.95,1.0,13.213,1.0,1.0,1.0,2.093,142.856,17.46,374.241,33.699,20.772,44.847,127.053,269.919,14.685,2.156,2.202,1.0,109.396,3.215,97.842,158.987,3.24,87.354,280.679,3.625,47.781,1.0,35.057,16.06,1.0,182.937,73.91,4.959,51.408,166.067,1.0,5.62,52.672,374.035,1.0,159.07,579.542,10.575,63.517,51.064,285.098,256.107,13.646,-48.476234,28.667809,-10.503385,11.415304
73,20069,17028,215.04,10.425,59.621,1.0,1.0,1.0,10.837,103.184,25.057,413.004,31.444,3.081,69.733,1.0,247.694,11.264,10.25,1.0,2.37,77.17,3.215,138.617,270.647,3.24,16.239,329.184,16.753,73.435,1.0,12.352,14.805,1.0,250.199,35.536,12.877,156.807,80.095,1.0,7.929,108.172,152.192,2.032,106.38,497.207,36.109,281.69,11.24,422.49,284.679,37.356,-49.835907,29.104057,-11.094963,17.79851
74,4065,2645,290.65,19.849,1.0,4.04,1.0,1.0,8.651,193.347,26.323,312.218,33.699,16.609,35.367,6.89,322.147,55.74,12.562,1.0,1.0,112.326,2.108,225.265,97.218,5.48,63.649,218.757,16.753,59.853,9.067,66.591,27.356,1.0,207.195,45.77,31.353,33.078,166.067,1.0,11.394,83.293,451.751,2.032,182.253,448.903,32.917,104.345,4.413,449.269,276.516,19.968,-36.316437,27.641275,-12.87367,-1.6622416
75,9240,13936,104.18,17.156,1.0,1.0,1.0,1.0,14.116,116.408,4.798,44.194,4.383,12.447,10.48,4.534,246.583,24.949,14.875,1.0,1.0,66.916,3.215,151.36,37.824,4.36,78.888,365.305,7.564,49.29,1.0,21.182,11.04,1.0,166.397,24.024,10.238,82.341,176.384,1.0,20.634,77.552,737.18,2.032,212.813,265.57,34.513,348.034,68.131,316.535,93.859,42.098,-37.63479,-6.4060974,2.0971935,0.9909339
76,2197,6073,229.25,17.156,240.369,1.0,2.843,1.0,54.557,145.26,193.456,223.615,117.137,173.744,144.391,18.671,331.037,33.502,19.5,261.87,1.0,143.087,37.549,268.589,147.108,129.795,99.207,166.124,20.691,71.926,5.034,273.455,81.322,1.0,379.209,84.143,28.713,251.896,267.515,2.376,9.084,112.0,540.771,3.064,202.275,347.905,29.725,126.034,226.287,501.664,335.701,26.291,24.450706,1.0693207,-11.791144,-17.874191
77,25302,18243,115.55,6.385,24.204,1.0,1.0,1.0,1.0,8.213,16.194,290.068,35.954,1.0,16.406,1.0,294.366,11.264,7.938,1.0,1.0,12.718,1.0,11.194,1.0,3.24,1.0,53.633,8.876,177.56,1.0,1.0,1.0,1.0,32.977,7.396,7.598,122.438,40.547,1.0,7.929,94.776,128.171,1.0,171.715,260.081,18.554,12.483,135.262,315.371,133.656,16.807,-70.697075,5.628315,4.868631,14.485206
81,15181,15281,176.52,5.039,51.072,1.0,1.0,1.0,11.93,181.325,37.719,414.112,23.551,13.488,67.363,6.89,269.919,14.685,4.469,1.0,1.0,134.298,3.215,102.939,286.089,4.36,97.514,315.768,4.938,47.781,9.067,11.091,56.221,1.0,276.662,47.049,3.639,130.458,131.678,1.0,9.084,54.586,381.1,2.032,172.769,598.204,28.129,211.517,52.202,684.465,280.598,31.033,-25.50058,26.245506,-12.402208,2.890973
82,7684,7512,267.34,17.156,7.106,1.0,1.0,1.0,20.674,198.155,23.791,150.518,10.02,6.203,177.573,10.425,341.038,16.396,5.625,8.213,1.0,109.396,4.323,164.102,351.422,4.36,73.808,288.935,12.815,43.254,1.0,103.17,23.59,1.0,249.096,39.374,16.836,133.894,95.57,1.0,19.479,67.983,416.426,1.0,116.918,417.067,42.492,105.621,23.756,671.657,201.004,34.195,-25.992758,15.810482,-8.920364,-0.31938666
84,16098,20081,240.2,13.117,9.549,1.0,1.0,1.0,14.116,163.292,16.194,197.034,12.275,4.122,30.626,1.0,282.142,18.106,10.25,1.0,1.0,217.792,3.215,235.459,161.363,2.12,46.717,331.248,11.502,77.962,1.0,14.875,26.101,1.0,273.354,48.328,6.279,121.292,209.053,1.0,26.408,163.672,297.733,2.032,130.617,386.329,47.28,418.207,177.361,608.783,99.982,29.453,-30.229654,14.585699,-7.071495,2.9496758
85,4125,4232,106.45,6.385,22.983,1.0,1.0,1.0,11.93,162.09,13.662,456.198,12.275,34.3,27.071,2.178,318.813,18.106,5.625,1.0,1.0,113.79,3.215,278.783,196.999,1.0,45.024,206.373,2.313,99.089,2.345,67.852,33.631,1.0,219.325,58.561,4.959,31.932,205.614,1.0,4.465,64.155,509.685,1.0,362.453,463.175,32.917,57.138,118.195,544.745,278.557,10.484,-26.760887,42.39622,-19.5522,4.300224
86,6046,12381,173.82,2.346,9.549,1.0,1.0,1.0,2.093,109.195,6.065,233.583,2.128,7.244,19.961,2.178,242.138,35.212,2.156,1.0,1.0,42.015,3.215,26.485,206.502,1.0,33.171,78.402,1.0,41.745,9.067,37.58,13.55,1.0,165.295,21.466,6.279,37.661,128.239,1.0,9.084,113.914,297.733,1.0,103.218,202.996,20.15,38.0,3.276,295.577,242.842,5.742,-62.771423,22.06061,-6.227112,13.363486
87,282,14547,242.47,10.425,128.012,1.0,1.0,10.262,6.465,101.982,6.065,117.292,8.893,150.85,61.438,1.0,333.259,54.029,5.625,1.0,1.0,22.972,6.538,209.974,47.327,5.48,12.853,14.416,6.251,56.835,37.303,84.25,32.376,1.0,217.119,31.699,10.238,50.263,243.442,1.0,7.929,81.379,560.553,2.032,160.123,195.311,10.575,1.0,98.852,236.196,76.512,24.71,-47.658134,-19.42451,9.261554,1.1250942
88,4222,6099,68.36,13.117,40.081,1.0,1.0,1.0,21.767,115.206,31.388,366.488,17.913,10.366,70.918,3.356,259.918,12.974,12.562,1.0,2.37,153.34,3.215,92.745,337.168,3.24,72.115,170.252,4.938,29.672,1.0,157.409,12.295,1.0,277.765,47.049,12.877,266.789,159.189,1.0,6.775,60.328,375.448,1.0,159.07,328.145,23.342,15.034,15.792,272.29,196.922,19.968,-56.279846,43.153664,-16.590828,14.6788435
90,860,9564,121.38,11.771,99.923,2.013,1.0,1.0,5.372,126.025,13.662,241.336,6.638,65.519,146.762,3.356,283.254,38.634,5.625,1.0,1.0,52.268,3.215,217.62,183.932,5.48,39.944,204.309,6.251,34.199,33.269,148.58,32.376,1.0,178.526,53.444,3.639,20.476,236.565,1.0,5.62,54.586,594.465,2.032,223.351,344.612,16.958,38.0,123.884,470.227,149.983,12.065,-31.05379,-11.568161,4.251193,-4.0172896
92,16514,13724,137.3,9.078,51.072,1.0,1.0,1.0,17.395,79.141,11.129,547.017,7.765,4.122,23.516,1.0,261.029,43.765,4.469,1.0,1.0,122.579,4.323,90.196,191.059,3.24,67.036,250.75,10.189,38.727,9.067,2.261,16.06,1.0,290.997,39.374,11.557,115.564,131.678,1.0,7.929,46.931,265.233,1.0,180.146,407.187,31.321,48.207,89.749,373.587,318.353,15.226,-50.214066,36.5265,-12.992306,15.850203
93,21506,13028,175.1,3.693,157.323,44.567,1.0,298.715,29.418,416.949,52.913,331.047,31.444,146.688,5.74,12.781,351.039,79.688,6.781,2.202,2.37,131.368,50.839,23.936,20.006,3.24,122.912,241.462,4.938,53.817,230.918,1.0,551.956,6.581,167.5,35.536,4.959,69.739,143.714,1.0,7.929,62.241,201.648,4.096,100.057,507.087,13.767,36.724,163.707,352.629,141.819,12.065,15.029114,-84.78976,30.549202,-11.387932
94,13555,6147,249.72,2.346,60.842,104.345,1.0,137.287,102.649,218.592,27.589,333.262,59.632,146.688,179.943,21.027,333.259,132.717,2.156,43.076,2.37,81.565,19.828,74.906,196.999,12.2,78.888,168.188,2.313,23.636,519.996,47.67,54.966,1.0,220.427,47.049,6.279,117.856,200.456,1.0,2.155,37.362,266.646,1.0,7.323,312.776,7.383,29.069,162.569,373.587,456.111,8.903,7.5532265,-100.883804,36.219627,-4.1122184
95,2214,13036,105.46,36.005,41.302,1.0,1.0,1.0,8.651,47.884,17.46,88.496,13.403,15.569,10.48,5.712,245.472,23.238,27.594,1.0,1.0,25.902,3.215,355.237,17.63,8.84,21.319,72.21,22.004,43.254,2.345,36.318,16.06,1.0,127.805,44.49,37.951,39.952,150.592,1.0,26.408,69.897,330.232,3.064,130.617,177.746,20.15,1.0,115.919,196.608,72.43,26.291,-51.79833,-20.15077,10.667701,2.1422212
96,10668,10613,173.4,3.693,53.515,5.053,1.0,1.0,6.465,171.708,46.582,280.1,17.913,49.909,113.58,8.068,329.925,14.685,7.938,21.437,2.37,135.762,10.968,128.423,61.581,18.919,83.968,303.383,8.876,34.199,1.0,65.33,16.06,1.0,239.172,48.328,7.598,42.243,240.003,1.0,14.859,48.845,615.661,1.0,187.522,462.077,18.554,22.69,59.028,520.294,270.393,12.065,-23.920238,2.4735632,-11.69993,-4.0581074
97,13268,18438,100.2,9.078,31.532,13.158,1.0,1.0,2.093,110.397,33.92,236.906,16.786,14.528,234.456,2.178,331.037,40.344,4.469,1.0,1.0,99.142,3.215,166.651,106.721,2.12,19.625,161.996,7.564,56.835,45.37,16.136,36.141,1.0,125.599,47.049,6.279,21.622,176.384,1.0,14.859,92.862,303.385,1.0,148.532,404.991,28.129,52.034,184.188,347.972,196.922,16.807,-52.323853,7.4762497,12.02612,-5.263981
98,13972,11795,146.82,9.078,14.434,1.0,1.0,2.323,23.953,150.069,19.992,135.012,3.255,23.894,28.256,4.534,228.803,16.396,10.25,1.0,1.0,77.17,3.215,74.906,128.102,3.24,55.183,331.248,7.564,62.872,1.0,33.795,42.416,1.0,310.844,58.561,11.557,194.614,255.478,1.0,7.929,87.121,658.051,2.032,231.782,414.871,21.746,155.379,51.064,509.815,211.208,8.903,-27.777184,1.2479,-1.6337109,-1.827005
99,3032,4295,76.32,6.385,204.952,1.0,1.0,1.0,49.092,93.567,122.551,261.272,197.192,220.572,59.068,16.315,207.69,23.238,9.094,297.935,1.0,191.425,57.484,1.0,1.0,199.232,92.434,63.954,11.502,50.799,2.345,670.784,32.376,1.0,328.487,30.42,23.435,406.557,37.108,1.0,13.704,87.121,374.035,1.0,102.165,164.573,42.492,1.0,1.0,269.962,306.108,12.065,45.038124,-6.6203203,-11.030061,-24.354813
101,677,5853,129.34,6.385,455.313,230.993,1.0,1.0,62.208,95.971,198.521,88.496,166.748,365.219,91.064,11.603,323.258,185.747,11.406,321.978,1.0,91.818,85.173,95.293,3.376,226.111,72.115,172.316,11.502,44.763,316.969,320.125,71.281,1.0,403.467,68.794,14.197,228.983,148.873,1.0,4.465,54.586,516.75,2.032,133.778,485.131,21.746,20.138,390.132,286.262,537.746,18.388,34.43449,-0.2984085,-13.631861,-20.943893
102,9173,14508,183.63,7.732,33.974,1.0,1.0,1.0,9.744,157.282,16.194,137.227,16.786,30.138,298.448,11.603,326.592,18.106,12.562,3.404,1.0,66.916,4.323,62.163,163.738,8.84,78.888,147.548,10.189,34.199,2.345,76.682,39.906,1.0,198.374,40.653,7.598,68.593,164.348,1.0,4.465,75.638,463.055,2.032,151.693,355.59,28.129,108.172,85.198,556.388,96.92,18.388,-35.60928,4.1058273,-10.8615885,-7.737159
103,26116,19046,89.83,29.274,5.885,1.0,1.0,2.323,7.558,1.0,68.106,59.7,41.591,1.0,2.185,1.0,283.254,28.37,53.031,1.0,1.0,71.311,14.29,8.645,40.2,14.439,2.693,227.013,54.823,337.521,1.0,1.0,1.0,1.0,68.262,11.233,47.189,14.748,38.828,1.0,47.197,165.586,147.953,5.128,231.782,222.756,28.129,178.345,55.615,265.304,132.635,72.131,-72.82826,3.779316,6.482396,15.096683
104,22223,17653,98.35,17.156,22.983,1.0,1.0,1.0,2.093,85.152,9.863,250.196,22.423,1.0,3.37,1.0,222.136,16.396,17.188,1.0,1.0,24.437,2.108,215.071,54.454,3.24,6.08,210.501,22.004,79.471,1.0,4.784,14.805,1.0,131.113,36.816,16.836,55.991,83.534,1.0,14.859,90.948,252.516,2.032,156.962,349.003,26.534,72.448,40.823,435.297,249.985,27.872,-56.628456,12.134602,-4.093569,10.786305
106,4155,11589,93.24,25.235,20.54,1.0,1.0,1.0,10.837,69.523,8.597,255.734,14.53,8.284,5.74,11.603,291.032,14.685,16.031,1.0,2.37,27.367,4.323,255.847,31.885,5.48,34.864,52.601,12.815,38.727,5.034,264.625,11.04,1.0,148.755,41.932,18.156,22.767,150.592,1.0,9.084,66.069,431.969,2.032,120.079,238.125,18.554,18.862,5.551,288.591,139.778,7.323,-50.668972,-15.991058,9.793751,3.482595
107,2961,382,131.61,30.62,76.719,1.0,1.0,3.646,39.255,160.888,27.589,496.07,23.551,42.625,21.146,1.0,308.812,21.527,36.844,1.0,1.0,75.705,5.43,268.589,210.065,5.48,48.41,183.668,25.942,102.107,1.0,33.795,3.51,1.0,281.073,34.257,26.074,397.392,255.478,1.0,16.014,112.0,525.228,2.032,144.316,356.688,45.684,217.897,19.205,313.042,223.454,61.066,-47.117466,46.00798,-17.558903,13.314068
108,16457,15697,269.33,3.693,146.331,1.0,1.0,1.0,22.86,117.61,155.471,266.809,92.331,147.728,160.982,10.425,263.251,36.923,7.938,121.217,1.0,216.327,28.688,69.809,124.539,100.676,153.39,270.358,3.625,47.781,10.412,110.739,61.241,1.0,296.51,45.77,6.279,177.429,116.203,1.0,10.239,62.241,280.777,1.0,164.339,364.373,21.746,101.793,36.272,529.608,226.515,19.968,20.205263,-0.035261154,-10.366479,-16.511179
109,22377,7599,319.79,7.732,27.868,26.33,1.0,198.154,25.046,218.592,12.395,300.035,30.316,39.503,179.943,3.356,285.476,88.241,3.312,1.0,1.0,31.761,36.441,97.842,65.145,2.12,65.342,121.747,2.313,20.618,409.743,1.0,211.844,1.0,124.497,9.954,6.279,73.175,64.62,1.0,6.775,33.534,87.194,2.032,4.161,206.289,16.958,97.966,68.131,286.262,76.512,15.226,5.2622395,-91.88133,30.595697,-7.944168
110,16784,504,47.47,61.586,421.117,1.0,1.0,3.646,1.0,65.917,166.867,12.075,81.055,132.119,1.0,1.0,219.913,30.08,46.094,439.791,1.0,28.831,5.43,1.0,1.0,202.592,31.478,9.256,94.205,99.089,10.412,245.705,53.711,1.0,188.45,8.675,36.631,94.943,76.656,1.0,9.084,395.241,294.907,3.064,1.0,66.868,83.984,1.0,3.276,597.14,56.103,15.226,50.89657,-15.918922,-7.137846,-28.969643
111,14612,20406,156.2,11.771,16.877,1.0,1.0,1.0,10.837,164.495,16.194,125.044,4.383,32.219,15.221,1.0,288.81,93.373,5.625,2.202,1.0,116.72,13.183,694.184,22.382,2.12,14.546,216.693,11.502,71.926,128.732,7.307,37.396,1.0,231.454,98.214,6.279,67.447,227.967,1.0,11.394,123.483,467.294,2.032,212.813,285.331,26.534,63.517,263.835,392.217,110.186,26.291,-36.29042,-21.609869,8.915594,-1.600124
112,23181,18710,132.32,14.464,11.991,1.0,1.0,1.0,19.581,68.321,22.525,331.047,26.933,4.122,22.331,2.178,231.026,11.264,9.094,1.0,1.0,27.367,3.215,46.872,34.26,3.24,6.08,181.604,15.44,82.489,1.0,3.523,7.275,1.0,241.377,173.682,8.918,193.468,81.814,1.0,19.479,112.0,255.342,2.032,102.165,267.766,23.342,1.0,13.516,258.318,130.594,23.13,-65.92894,14.705057,-0.6388356,16.457544
113,11088,4782,248.3,5.039,2.221,12.145,1.0,15.555,96.091,182.527,9.863,444.016,63.015,64.478,15.221,21.027,243.249,125.875,3.312,1.0,1.0,47.874,41.979,222.717,112.66,1.0,53.49,134.131,3.625,31.181,327.725,3.523,37.396,1.0,247.993,24.024,7.598,89.214,43.986,1.0,6.775,66.069,173.388,1.0,1.0,254.592,20.15,23.966,36.272,218.731,166.309,12.065,4.567196,-106.25198,34.4061,-1.1293416
114,8560,12758,196.42,11.771,15.655,1.0,1.0,1.0,3.186,239.029,25.057,100.678,12.275,18.691,43.662,11.603,308.812,14.685,11.406,1.0,1.0,85.959,3.215,80.003,120.975,4.36,51.797,231.142,7.564,43.254,2.345,75.42,18.57,1.0,190.656,63.677,10.238,37.661,174.664,1.0,14.859,100.517,504.033,2.032,121.133,373.155,20.15,39.276,28.308,545.909,180.596,24.71,-33.525368,1.3484955,-2.7369525,0.93319225
117,12391,15997,128.34,3.693,4.664,1.0,1.0,1.0,14.116,147.664,16.194,174.884,8.893,4.122,53.142,6.89,279.92,30.08,2.156,1.0,1.0,179.707,3.215,59.615,202.938,2.12,67.036,281.711,3.625,43.254,15.79,17.398,46.181,1.0,298.715,30.42,6.279,180.866,136.836,1.0,9.084,83.293,331.645,1.0,131.671,480.74,20.15,230.655,2.138,640.22,214.27,13.646,-27.914253,17.774097,-8.923938,1.9134158
119,2462,9908,86.84,17.156,5.885,1.0,1.0,2.323,2.093,26.245,21.259,139.442,23.551,1.0,6.925,1.0,283.254,21.527,11.406,1.0,1.0,40.55,3.215,288.977,1.0,13.32,21.319,124.843,19.378,38.727,2.345,30.011,4.765,1.0,127.805,40.653,18.156,52.554,215.931,1.0,6.775,48.845,693.376,4.096,238.104,227.147,13.767,138.793,258.146,208.252,196.922,13.646,-42.974518,-19.317673,8.773797,-0.36736193
120,7488,8157,76.04,11.771,16.877,1.0,1.0,1.0,5.372,151.271,14.928,190.389,15.658,14.528,41.292,5.712,198.8,14.685,4.469,1.0,1.0,66.916,4.323,276.235,9.315,6.6,50.103,182.636,4.938,35.708,1.0,103.17,14.805,1.0,176.321,54.723,14.197,35.369,162.628,1.0,7.929,83.293,366.97,1.0,178.038,279.842,29.725,3.552,13.516,158.185,139.778,18.388,-52.23873,-13.01033,9.008777,4.6832066
121,17921,14196,268.2,9.078,42.523,14.171,1.0,64.513,5.372,106.791,25.057,126.152,6.638,54.072,5.74,1.0,259.918,31.791,9.094,2.202,1.0,75.705,3.215,202.329,55.642,5.48,63.649,309.575,11.502,64.381,21.168,4.784,41.161,1.0,170.808,94.376,7.598,46.826,164.348,1.0,12.549,142.621,455.99,2.032,295.009,388.524,40.896,124.759,246.768,340.986,216.311,23.13,-29.340498,-12.088625,2.5548053,-5.7591586
122,1596,2106,137.44,13.117,207.395,3.026,1.0,1.0,4.279,163.292,56.711,378.671,66.397,108.184,275.932,2.178,521.058,19.817,9.094,306.35,2.37,150.411,6.538,62.163,73.46,79.397,26.398,122.779,10.189,94.562,1.0,479.057,28.611,1.0,277.765,34.257,12.877,109.836,281.27,1.0,10.239,58.414,423.491,1.0,202.275,400.6,50.471,156.655,19.205,490.021,327.537,12.065,24.708984,1.1550674,-11.441677,-17.967226
123,6822,13077,38.09,1.0,32.753,163.11,1.0,1.0,8.651,141.653,23.791,152.733,1.0,13.488,569.826,12.781,255.473,16.396,1.0,1.0,2.37,61.057,7.645,64.712,214.817,1.0,34.864,314.736,1.0,41.745,2.345,17.398,23.59,1.0,173.013,219.731,2.32,149.933,136.836,1.0,7.929,106.259,412.187,1.0,85.304,401.698,15.363,129.862,227.425,329.343,423.458,13.646,-13.626,23.336866,-13.352828,-8.74008
124,9125,11079,193.44,5.039,5.885,1.0,1.0,1.0,9.744,160.888,11.129,300.035,32.571,4.122,55.512,6.89,278.809,14.685,6.781,1.0,1.0,112.326,5.43,92.745,186.308,3.24,43.331,267.262,6.251,26.654,1.0,33.795,8.53,1.0,293.202,95.656,6.279,144.205,150.592,1.0,9.084,31.621,682.072,1.0,184.361,413.774,31.321,197.483,3.276,485.364,239.78,10.484,-26.30296,17.628489,-11.336923,-3.07831
125,10222,4883,230.39,3.693,1.0,1.0,1.0,51.281,90.626,129.632,6.065,363.165,35.954,59.275,3.37,18.671,202.133,127.586,4.469,1.0,1.0,47.874,10.968,220.168,172.054,2.12,55.183,172.316,4.938,31.181,364.028,6.045,29.866,1.0,233.659,21.466,8.918,94.943,30.231,1.0,11.394,43.103,159.257,2.032,1.0,286.429,16.958,132.414,128.435,257.154,169.371,15.226,1.692421,-106.6313,34.02382,-0.2591612
127,2448,8680,148.24,9.078,76.719,1.0,1.0,1.0,37.069,152.473,4.798,476.134,11.148,29.097,22.331,2.178,286.587,18.106,5.625,1.0,1.0,99.142,5.43,136.069,269.459,3.24,53.49,239.398,4.938,29.672,2.345,56.5,17.315,1.0,304.228,99.493,3.639,251.896,207.334,1.0,4.465,73.724,481.424,2.032,311.87,408.285,24.938,211.517,19.205,373.587,203.045,16.807,-46.77894,46.89205,-17.906954,13.624061
128,958,19667,175.96,6.385,7.106,1.0,1.0,191.538,2.093,151.271,35.186,142.765,48.357,13.488,31.811,1.0,223.247,154.955,2.156,5.809,1.0,27.367,22.043,179.393,39.012,12.2,2.693,51.569,3.625,31.181,443.357,18.659,182.979,1.0,17.54,2.279,7.598,15.893,54.303,1.0,6.775,58.414,88.607,2.032,1.0,204.093,10.575,44.379,66.993,167.5,63.246,10.484,-15.292366,-99.439926,26.643126,4.116851
129,11535,15031,70.35,2.346,214.722,1.0,1.0,1.0,50.185,22.639,226.376,10.968,145.325,147.728,2.185,51.657,162.129,19.817,5.625,350.83,1.0,66.916,48.624,3.548,1.0,287.709,100.9,37.121,2.313,16.091,17.135,606.455,19.825,1.0,303.126,30.42,4.959,275.954,54.303,1.0,7.929,45.017,221.43,1.0,62.12,59.184,18.554,1.0,38.548,279.276,159.166,13.646,51.616806,-11.843399,-7.9071574,-30.482752
130,12459,14507,186.9,10.425,2.221,1.0,1.0,1.0,5.372,64.715,13.662,214.755,28.061,2.041,10.48,2.178,268.808,18.106,5.625,1.0,1.0,102.072,3.215,130.972,56.83,4.36,48.41,139.291,6.251,29.672,1.0,12.352,6.02,1.0,329.589,67.515,2.32,94.943,111.045,1.0,7.929,58.414,400.883,2.032,99.003,321.558,16.958,3.552,1.0,535.43,159.166,15.226,-42.372322,8.037048,-3.2549024,4.63247
131,19324,14813,108.02,7.732,1.0,1.0,1.0,1.0,85.161,46.682,7.331,225.83,34.826,84.25,29.441,10.425,223.247,139.56,5.625,1.0,1.0,21.507,12.075,258.395,42.576,3.24,58.569,93.882,6.251,46.272,563.022,1.0,24.845,1.0,114.573,61.119,10.238,42.243,19.914,1.0,3.31,46.931,149.366,2.032,3.108,198.604,15.363,1.0,193.29,254.825,139.778,13.646,-6.080227,-99.57023,29.874378,0.009295182
132,24858,2004,45.62,17.156,389.364,1.0,1.0,27.464,1.0,31.054,207.384,20.936,64.142,62.397,1.0,1.0,255.473,48.897,19.5,505.91,1.0,27.367,12.075,13.742,1.0,165.633,4.386,4.096,28.568,74.944,174.447,246.966,58.731,1.0,193.964,2.279,11.557,83.486,42.267,1.0,4.465,178.983,227.082,2.032,1.0,77.846,61.642,1.0,72.682,469.063,52.021,2.581,50.813087,-17.018574,-6.7684474,-28.726664
133,11344,9728,158.9,3.693,423.56,456.933,1.0,1.0,20.674,142.856,182.061,265.702,104.734,527.556,477.391,11.603,271.03,12.974,1.0,37.065,1.0,187.031,5.43,6.097,358.549,31.239,107.673,233.206,2.313,32.69,1.0,80.466,66.261,1.0,223.735,58.561,6.279,179.72,183.262,1.0,2.155,22.052,619.9,1.0,146.424,437.925,13.767,193.655,51.064,266.469,847.956,10.484,19.521275,-5.7578583,-18.70055,-17.101433
134,15143,17724,65.24,18.503,16.877,1.0,1.0,1.0,1.0,183.729,23.791,265.702,24.678,2.041,28.256,1.0,306.59,12.974,22.969,1.0,1.0,118.185,2.108,108.036,169.678,3.24,16.239,177.476,7.564,85.508,1.0,14.875,22.335,1.0,166.397,13.791,28.713,29.641,159.189,1.0,4.465,140.707,439.034,1.0,128.509,515.869,39.3,205.138,1.0,611.112,264.271,23.13,-31.329145,19.015797,-8.77964,2.6090224
135,5075,789,217.88,19.849,4.664,1.0,1.0,1.0,7.558,176.516,31.388,183.744,12.275,8.284,83.954,1.0,302.145,166.93,11.406,1.0,1.0,132.833,5.43,148.811,55.642,9.96,60.263,288.935,23.317,157.943,9.067,43.886,17.315,1.0,199.477,50.886,24.754,35.369,236.565,1.0,6.775,77.552,441.86,2.032,237.051,466.468,37.704,27.793,61.304,540.087,113.247,13.646,-28.255762,0.46665573,-0.86474925,-3.6750174
136,18527,8894,145.4,6.385,53.515,1.0,1.0,176.983,29.418,69.523,31.388,391.961,15.658,36.381,74.473,4.534,279.92,154.955,5.625,2.202,1.0,71.311,3.215,283.88,97.218,3.24,56.876,99.042,4.938,26.654,315.624,1.0,102.657,1.0,186.245,12.512,10.238,128.166,172.945,1.0,13.704,23.966,220.017,2.032,169.608,244.712,18.554,44.379,263.835,374.752,107.125,13.646,5.3083076,-96.142685,32.78048,-5.602234
137,10430,15617,273.88,5.039,31.532,1.0,1.0,2.323,4.279,183.729,12.395,81.85,4.383,24.934,12.851,9.246,268.808,28.37,4.469,1.0,1.0,68.381,3.215,108.036,104.345,3.24,89.047,276.551,7.564,55.326,9.067,37.58,17.315,1.0,209.401,53.444,7.598,15.893,174.664,1.0,12.549,71.81,470.12,1.0,140.101,408.285,23.342,52.034,90.887,550.566,102.022,19.968,-33.350098,1.2011051,-2.838619,1.4248792
138,13867,1443,69.5,23.888,355.169,1.0,1.0,19.525,25.046,79.141,145.342,32.011,166.748,238.263,1.0,1.0,297.7,42.055,14.875,526.347,1.0,71.311,54.162,1.0,1.0,167.873,28.092,15.448,35.131,49.29,78.984,205.341,41.161,1.0,405.672,7.396,18.156,330.945,253.759,1.0,6.775,171.328,350.014,1.0,1.0,117.367,55.259,1.0,13.516,205.923,79.573,8.903,54.363075,-13.469133,-7.2246823,-31.341959
139,17708,19129,49.46,9.078,1.0,1.0,12.059,1.0,2.093,99.578,17.46,350.982,59.632,2.041,34.181,1.0,268.808,14.685,14.875,1.0,1.0,160.664,3.215,169.199,34.26,4.36,31.478,159.932,16.753,96.071,1.0,19.92,7.275,1.0,188.45,63.677,7.598,43.389,140.275,1.0,76.069,125.397,358.492,2.032,218.082,411.578,32.917,1.0,2.138,322.357,177.534,21.549,-55.66269,15.162361,-4.247503,10.990436
140,5653,7082,128.34,6.385,2.221,1.0,1.0,1.0,6.465,135.643,9.863,363.165,15.658,3.081,69.733,3.356,224.358,18.106,4.469,1.0,1.0,88.889,3.215,273.686,130.478,4.36,46.717,142.387,6.251,31.181,1.0,142.273,8.53,1.0,182.937,31.699,18.156,15.893,159.189,1.0,6.775,79.466,290.668,1.0,142.209,384.133,20.15,151.552,7.827,460.913,173.453,15.226,-43.793625,26.458603,-8.556386,9.724302
142,14541,16307,26.15,25.235,3.443,1.0,1.0,10.262,19.581,120.014,16.194,233.583,20.168,19.731,14.036,6.89,285.476,50.608,29.906,1.0,1.0,97.677,4.323,235.459,50.891,4.36,99.207,149.612,14.127,88.526,19.824,14.875,11.04,1.0,203.887,168.566,24.754,119.001,197.017,1.0,32.183,123.483,458.816,2.032,176.984,413.774,23.342,1.0,15.792,344.479,155.085,27.872,-43.514915,-11.876928,6.557422,-0.94500035
