class,cell,x,y,area_um2,perimeter_um,cell_circularity,cell_solidity,ATG7,P2Rx7_Park7,GalMac3,CD31,CD44,Trem2,TMEM119,CD74,AQP4,S100B,CD3e,SMA,CD8,CD14,Neurofilament,GFAP,HLA-A,P2Ry12,CD68,H2A.x,PSD-95,Synaptophysin,CD40,CollagenIV,DAPI_1,CD11c,IBA1,PCNA,CD45,ApoE,MAP2,Claudin5,CD4,CD11b,Vimentin,A-Beta,iNOS,CD34,NeuN,CD163,HLA-DR,UMAP_1,UMAP_2,TSNE_1,TSNE_2
dense,65,17851,1248,228.61,144.99,0.14,0.54,59.103,1.0,41.087,22.121,159.847,103.543,64.986,23.404,401.542,132.236,30.949,3.81,15.099,264.551,35.791,272.333,13.675,51.567,27.061,27.097,58.261,281.093,75.131,4.461,67.05,39.465,22.744,5.202,77.278,70.759,104.538,10.585,53.286,17.07,47.075,244.324,132.748,7.009,2.281,12.571,24.119,-56.31777,-24.344154,-2.724598,19.465778
dense,66,12385,1269,289.94,110.99,0.3,0.81,74.098,1.0,42.141,28.457,288.911,69.714,54.665,27.477,341.854,485.769,39.505,3.81,26.176,305.508,75.552,277.619,24.045,77.467,14.03,21.878,59.284,255.418,111.608,3.307,34.025,39.465,71.063,3.101,45.291,97.083,51.37,12.715,63.298,70.635,61.736,312.866,62.206,5.507,2.281,6.143,24.119,-59.68334,-22.474838,-3.8729818,20.236689
dense,67,322,1308,421.84,162.53,0.2,0.78,280.27,27.45,18.933,42.185,32.025,122.571,133.099,82.468,99.958,97.418,71.593,8.025,12.078,204.005,15.91,147.238,33.263,126.8,55.293,23.966,11.225,157.386,205.742,7.921,34.025,76.832,95.222,27.262,175.702,86.553,138.118,32.951,192.345,112.149,28.226,206.626,95.402,1.0,3.562,10.0,58.19,-43.83649,-35.384956,3.4807959,17.286024
dense,68,1457,1280,347.15,115.86,0.32,0.81,587.655,135.285,78.008,32.681,4.723,105.657,160.964,57.009,55.976,598.257,43.784,5.215,22.148,41.957,15.91,20.381,21.74,65.133,54.208,22.922,18.383,274.091,222.216,7.921,40.217,81.228,72.271,30.413,121.569,81.289,191.286,30.821,112.247,90.723,7.283,168.928,125.486,1.0,4.842,10.0,50.889,-26.527103,-26.445091,6.7599916,12.967931
dense,69,2807,1312,464.83,164.75,0.22,0.64,604.523,70.177,93.832,48.521,9.687,108.829,111.427,36.642,90.533,188.48,75.872,6.62,62.43,40.176,169.985,69.714,21.74,65.133,22.717,23.966,43.946,379.126,196.329,7.921,40.217,119.693,29.992,45.12,153.557,94.451,194.084,24.431,107.797,43.853,26.132,256.319,112.0,1.0,7.404,10.0,50.889,-25.560387,-27.694862,4.7681975,11.611422
dense,70,7894,1323,321.35,120.09,0.28,0.77,25.366,1.0,209.872,200.589,2.241,261.057,6.16,80.431,1.0,1.0,146.465,336.81,4.021,72.23,1.0,1.0,146.183,193.4,79.183,8.307,75.644,1.0,342.237,229.409,1000.0,501.05,107.302,132.309,10.842,318.206,1.0,119.219,190.12,271.507,315.151,182.636,128.598,43.063,24.054,103.857,69.141,-5.81707,58.707947,2.9322264,22.198734
dense,71,3178,1321,345.02,98.28,0.45,0.85,598.901,17.277,90.667,62.249,7.205,103.543,127.939,27.477,101.528,191.158,60.897,5.215,65.452,72.23,70.582,66.19,26.349,86.1,16.202,27.097,55.193,344.114,184.562,7.921,31.961,116.396,34.823,48.271,173.241,62.862,188.487,26.561,86.66,35.818,15.66,131.23,102.664,1.0,6.123,6.143,46.022,-25.976921,-28.586464,5.096876,12.260621
dense,72,1754,1328,270.19,84.31,0.48,0.85,488.317,31.519,81.173,36.905,7.205,108.829,140.323,55.991,62.259,247.402,49.132,3.81,29.198,63.326,20.881,48.571,20.588,95.967,35.748,20.834,17.36,316.105,193.975,6.768,23.705,113.099,62.607,43.019,154.787,76.024,205.277,24.431,106.685,77.331,17.755,218.621,112.0,1.0,8.685,8.714,47.239,-28.358574,-28.725208,4.6610713,12.910228
dense,73,12854,1326,251.07,108.76,0.27,0.78,42.235,1.0,29.483,15.784,142.473,71.829,19.576,12.202,344.995,201.871,51.271,5.215,20.134,260.989,50.701,224.762,24.045,72.533,14.03,18.746,53.148,180.727,141.025,4.461,31.961,29.574,13.08,2.05,32.988,144.466,37.378,13.78,63.298,37.157,44.981,468.799,71.542,4.005,2.281,4.857,24.119,-58.145405,-25.670078,-2.1546974,19.971064
dense,74,1587,1354,551.46,165.1,0.25,0.71,548.295,80.35,81.173,37.961,7.205,122.571,91.818,34.606,104.67,338.464,69.454,6.62,28.191,45.519,45.731,55.619,21.74,66.367,34.662,27.097,25.54,323.107,219.862,7.921,48.473,92.218,17.912,36.716,125.26,81.289,222.067,34.016,110.022,53.227,15.66,300.871,125.486,1.0,6.123,8.714,50.889,-27.70037,-27.854298,4.7029324,12.8229265
dense,75,17402,1361,1322.72,382.59,0.11,0.7,57.229,1.0,19.988,20.008,20.856,97.2,57.761,33.587,250.75,33.139,30.949,5.215,9.056,111.406,50.701,133.143,18.284,67.6,25.975,15.614,25.54,180.727,104.548,3.307,56.729,35.069,25.16,3.101,44.06,128.672,121.328,12.715,16.575,25.105,19.849,350.564,138.972,1.0,2.281,11.286,15.602,-53.230293,-29.90918,-0.21637392,18.87398
dense,76,1938,1354,238.56,76.88,0.51,0.86,535.174,25.415,64.295,50.633,5.964,116.229,110.395,32.569,63.83,59.922,52.34,5.215,40.275,18.807,5.97,69.714,18.284,79.933,16.202,22.922,34.743,348.783,206.919,9.075,17.512,119.693,27.576,49.322,169.55,101.032,224.866,28.691,82.21,41.174,24.038,331.715,119.262,1.0,7.404,7.429,41.155,-26.806215,-29.422897,4.9477763,12.588204
dense,77,12757,1371,270.9,105.78,0.3,0.71,51.606,1.0,31.592,24.233,139.991,81.343,13.384,19.33,301.014,207.228,44.853,5.215,29.198,252.086,85.493,193.048,22.893,114.467,14.03,17.702,57.238,232.077,135.141,4.461,31.961,35.069,10.664,2.05,32.988,126.04,59.765,16.975,55.511,29.122,26.132,396.83,75.692,1.0,2.281,4.857,20.469,-57.641777,-25.648472,-2.0177517,19.49071
dense,78,4941,1374,254.2,97.71,0.33,0.77,109.709,1.0,30.537,29.513,79.183,80.286,43.313,34.606,209.91,30.461,121.864,3.81,44.303,204.005,219.687,87.333,27.502,105.833,14.03,23.966,42.923,248.416,189.269,6.768,29.897,74.634,22.744,7.303,57.594,128.672,110.134,22.301,117.81,49.209,28.226,225.475,88.14,1.0,2.281,6.143,32.637,-54.194702,-32.72197,-0.33582667,19.060192
dense,79,198,1417,741.91,230.16,0.18,0.71,351.493,53.9,13.659,47.465,32.025,131.029,145.483,39.697,79.538,81.349,82.289,8.025,13.085,152.364,10.94,198.333,25.197,112.0,15.116,33.361,10.203,192.397,202.212,7.921,40.217,88.921,44.487,33.565,172.011,114.194,177.294,37.211,148.959,100.097,55.453,261.46,81.916,7.009,3.562,10.0,60.624,-40.69332,-33.68412,3.8991187,15.595731
dense,80,3853,1398,310.2,99.74,0.39,0.79,357.116,1.0,47.416,27.401,4.723,84.514,60.857,12.202,173.783,161.697,92.985,5.215,15.099,93.599,15.91,138.429,20.588,54.033,14.03,37.536,16.338,288.096,125.728,5.614,44.345,105.406,28.784,24.11,79.739,74.708,124.126,20.171,87.773,35.818,30.321,251.178,69.467,38.556,4.842,4.857,55.756,-39.395035,-30.334587,3.0683799,14.78812
dense,81,16706,1411,290.87,121.95,0.25,0.73,194.053,13.208,51.636,24.233,7.205,94.029,37.121,16.275,208.34,258.115,21.322,5.215,15.099,25.93,15.91,94.381,14.827,52.8,11.859,16.658,28.608,227.409,85.721,3.307,25.769,40.564,9.456,4.151,35.448,135.253,73.756,13.78,26.587,30.461,9.377,398.544,133.785,1.0,2.281,10.0,15.602,-47.214226,-27.899971,0.61037016,16.71286
dense,82,1754,1399,194.65,60.24,0.67,0.92,698.238,53.9,78.008,54.857,2.241,192.343,144.451,57.009,40.269,94.74,51.271,6.62,52.36,8.123,100.403,18.619,19.436,86.1,20.546,38.58,24.518,390.797,189.269,13.689,50.537,115.297,20.328,96.593,180.623,68.126,258.445,39.341,117.81,45.192,15.66,122.662,148.308,1.0,36.862,8.714,39.938,-21.151222,-29.47393,5.996897,11.854592
dense,83,1197,1397,200.47,58.55,0.73,0.94,435.837,64.073,30.537,34.793,8.446,118.343,96.978,35.624,63.83,30.461,70.524,6.62,19.127,36.615,45.731,34.476,24.045,77.467,16.202,25.009,24.518,283.428,233.982,7.921,42.281,81.228,28.784,16.757,90.812,76.024,236.059,36.146,105.572,70.635,13.566,115.808,116.15,1.0,4.842,17.714,58.19,-28.084656,-31.321896,4.69971,13.32496
dense,84,326,1432,420.42,132.08,0.3,0.8,325.253,119.008,24.208,50.633,43.194,124.686,87.69,42.752,114.094,84.027,78.011,6.62,30.205,138.118,5.97,147.238,22.893,114.467,14.03,21.878,27.585,229.743,225.746,7.921,21.64,81.228,16.704,20.959,143.714,106.296,191.286,34.016,114.472,80.009,21.943,211.767,105.776,1.0,3.562,8.714,58.19,-39.666355,-32.99673,3.9043372,14.769386
dense,85,17871,1450,502.99,148.4,0.29,0.75,68.475,1.0,32.647,20.008,51.881,80.286,24.737,14.239,370.127,73.314,22.392,3.81,12.078,139.898,15.91,141.952,12.522,73.767,15.116,14.571,51.103,239.079,97.488,3.307,27.833,37.267,4.624,3.101,53.903,110.245,129.723,11.65,33.262,17.07,15.66,235.756,146.234,8.511,7.404,12.571,10.734,-54.662697,-27.394436,-1.1019915,19.030598
dense,86,13752,1445,420.42,119.33,0.37,0.84,79.72,1.0,12.604,18.952,29.543,84.514,32.993,16.275,200.486,78.67,43.784,5.215,12.078,148.802,15.91,149.0,22.893,75.0,11.859,15.614,14.293,113.037,143.378,3.307,31.961,36.168,25.16,6.252,19.454,160.261,42.975,16.975,75.536,46.531,36.604,398.544,62.206,4.005,2.281,6.143,19.252,-56.186485,-30.711025,0.07632752,19.589638
dense,87,6268,1491,2459.61,255.35,0.47,0.93,2.874,1.0,243.629,55.913,25.82,139.486,9.256,27.477,38.698,9.035,226.684,12.241,23.155,31.273,1.0,1.0,68.983,257.533,29.233,9.351,29.631,5.668,190.445,613.551,397.298,135.079,15.496,9.404,4.691,859.166,1.0,83.007,120.035,138.932,298.396,905.755,193.953,187.28,3.562,22.857,64.274,-4.631378,56.93945,2.2509048,23.19818
dense,88,16990,1449,316.45,134.32,0.22,0.7,177.184,1.0,36.867,28.457,3.482,104.6,55.697,20.349,252.321,84.027,39.505,3.81,11.071,79.353,45.731,173.667,17.131,72.533,16.202,20.834,25.54,246.082,95.134,5.614,44.345,59.248,17.912,8.353,52.672,112.877,110.134,15.91,42.161,21.087,26.132,316.293,124.449,8.511,4.842,10.0,21.686,-49.996063,-28.400074,0.40882766,17.866583
dense,89,15455,1562,3154.13,752.17,0.07,0.65,535.174,21.346,69.569,63.305,4.723,96.143,124.843,28.495,151.792,220.619,32.018,5.215,54.374,43.738,120.284,71.476,14.827,71.3,17.288,21.878,93.027,596.199,124.551,7.921,23.705,101.01,27.576,26.211,120.339,72.075,160.504,19.106,36.599,33.139,17.755,98.672,88.14,1.0,8.685,8.714,22.903,-40.199585,17.34468,-5.4911814,1.7299448
dense,90,1323,1509,226.06,68.14,0.61,0.87,482.694,165.804,29.483,41.129,5.964,117.286,136.195,35.624,59.118,27.783,63.036,6.62,28.191,25.93,60.642,22.143,19.436,105.833,16.202,27.097,39.856,325.442,246.926,6.768,54.665,95.515,25.16,39.868,135.102,64.178,224.866,29.756,94.448,63.94,9.377,208.34,124.449,1.0,8.685,10.0,63.057,-24.429554,-30.205772,5.3664207,12.055404
dense,91,2429,1508,193.58,78.17,0.4,0.82,557.666,169.874,67.459,68.586,8.446,99.314,132.067,40.716,52.835,25.105,49.132,5.215,102.713,18.807,15.91,25.667,15.979,65.133,17.288,25.009,79.734,435.145,218.686,6.768,27.833,122.99,16.704,74.533,201.538,65.494,258.445,24.431,96.673,49.209,9.377,103.813,128.598,1.0,26.615,8.714,54.54,-19.367245,-29.286552,5.779287,11.147749
dense,92,1776,1547,667.01,244.59,0.14,0.61,671.998,243.12,67.459,80.202,4.723,119.4,187.796,39.697,35.557,81.349,53.41,6.62,52.36,31.273,25.851,29.19,21.74,81.167,29.233,27.097,40.878,372.124,191.622,12.536,19.576,127.386,46.903,80.836,258.132,60.229,208.076,35.081,115.585,59.922,9.377,96.959,113.037,2.502,17.65,8.714,50.889,-17.163754,-28.561493,6.403216,11.106744
dense,93,2551,1536,201.4,77.96,0.42,0.83,608.272,200.393,69.569,69.642,3.482,103.543,135.163,32.569,59.118,67.957,58.758,6.62,83.579,31.273,125.254,13.333,21.74,61.433,19.46,28.141,60.306,395.465,197.505,9.075,38.153,143.871,16.704,65.079,203.999,70.759,297.622,27.626,83.323,50.548,11.472,131.23,124.449,1.0,12.527,10.0,52.106,-17.99675,-28.70691,5.9063334,10.850922
dense,94,10218,1574,1079.75,294.42,0.16,0.59,49.732,1.0,209.872,108.715,1.0,235.686,13.384,44.789,1.0,1.0,178.552,505.418,91.635,90.037,1.0,1.0,110.464,162.567,60.723,21.878,105.297,1.0,345.767,370.145,791.531,252.673,46.903,203.741,42.83,403.759,1.0,114.958,165.646,268.828,361.226,288.877,133.785,95.642,39.423,47.286,82.526,-5.730095,59.127296,2.6754458,22.319256
dense,95,2053,1565,197.13,65.04,0.59,0.9,660.752,188.185,66.404,83.37,4.723,114.114,158.9,36.642,48.123,84.027,51.271,6.62,67.466,8.123,15.91,32.714,15.979,71.3,19.46,27.097,66.441,348.783,217.509,9.075,29.897,130.683,20.328,79.785,208.92,54.964,347.992,30.821,101.122,43.853,13.566,151.792,115.112,1.0,44.546,8.714,31.42,-18.141443,-29.050377,6.141021,11.209691
dense,96,4752,1576,257.61,100.67,0.32,0.76,177.184,1.0,12.604,42.185,14.651,84.514,73.242,34.606,95.245,84.027,119.725,5.215,22.148,111.406,55.672,92.619,22.893,97.2,12.945,25.009,12.248,155.051,175.148,4.461,29.897,71.337,42.071,15.707,51.442,98.399,138.118,25.496,94.448,45.192,26.132,134.657,50.794,1.0,3.562,4.857,41.155,-47.417923,-36.543655,2.3414264,18.092035
dense,97,737,1609,292.08,87.01,0.48,0.88,701.987,271.605,71.679,65.418,8.446,135.257,137.227,43.771,49.693,196.515,60.897,8.025,32.219,31.273,1.0,50.333,24.045,107.067,15.116,23.966,32.698,327.776,231.629,10.229,23.705,113.099,17.912,43.019,168.32,76.024,194.084,40.406,122.259,62.601,19.849,350.564,104.738,1.0,6.123,8.714,58.19,-17.504076,-27.39373,6.5053415,11.309657
dense,98,16993,1630,226.98,95.49,0.31,0.75,233.413,1.0,43.196,26.345,4.723,99.314,52.601,21.367,238.184,134.914,15.974,3.81,8.049,52.642,25.851,161.333,18.284,71.3,10.773,40.668,32.698,297.432,84.544,4.461,102.138,52.653,26.368,6.252,41.6,107.613,70.958,14.845,41.049,22.426,32.415,324.861,100.589,1.0,3.562,8.714,7.084,-47.42168,-28.30489,0.74316895,16.90992
dense,99,13297,1633,224.71,99.44,0.29,0.73,94.715,1.0,27.373,21.064,22.097,79.229,28.865,17.294,158.075,110.81,37.366,3.81,14.092,179.075,110.343,161.333,26.349,71.3,6.429,13.527,12.248,141.047,124.551,2.154,56.729,37.267,19.12,2.05,14.533,132.621,62.563,19.106,79.986,26.444,34.509,324.861,57.019,2.502,1.0,3.571,21.686,-55.951263,-30.30661,0.21302135,19.145199
dense,100,2699,1642,322.7,116.74,0.3,0.77,657.004,279.743,87.503,75.978,12.169,107.771,154.772,38.679,48.123,43.853,72.663,6.62,107.748,31.273,100.403,22.143,21.74,61.433,21.632,25.009,94.049,411.804,198.682,10.229,56.729,150.465,37.239,74.533,202.768,90.502,236.059,26.561,98.898,59.922,19.849,196.345,136.897,1.0,16.369,8.714,49.672,-16.604462,-27.94363,6.2098374,10.393748
dense,101,17800,1663,397.11,179.48,0.15,0.68,30.989,1.0,19.988,12.616,50.64,100.371,28.865,20.349,326.146,25.105,13.835,3.81,5.028,74.011,45.731,126.095,13.675,83.633,9.687,12.483,20.428,106.035,97.488,2.154,38.153,14.188,13.08,1.0,21.915,141.834,59.765,13.78,24.362,13.052,9.377,247.751,141.047,1.0,1.0,11.286,10.734,-55.127777,-29.70216,-0.37457672,19.39156
dense,102,17625,1690,644.13,206.73,0.19,0.74,57.229,1.0,14.714,18.952,10.928,76.057,32.993,16.275,191.061,27.783,38.436,3.81,10.064,56.203,45.731,113.762,12.522,81.167,7.515,13.527,18.383,194.731,106.901,2.154,42.281,19.683,15.496,2.05,34.218,110.245,101.739,10.585,13.237,33.139,13.566,306.012,109.925,1.0,2.281,7.429,14.385,-52.77186,-31.663116,0.7101223,18.800713
dense,103,15008,1672,238.28,109.52,0.25,0.71,469.574,45.762,75.899,42.185,5.964,71.829,61.889,23.404,192.632,381.316,54.48,3.81,54.374,41.957,324.06,82.048,12.522,84.867,12.945,17.702,67.464,416.472,177.502,5.614,36.089,73.535,14.288,19.909,82.2,73.391,104.538,15.91,51.061,37.157,9.377,179.209,79.841,1.0,13.808,6.143,15.602,-30.853258,-24.249672,1.7475238,12.573377
dense,104,2098,1676,198.2,65.83,0.57,0.88,647.632,348.921,100.162,66.474,12.169,112.0,208.437,48.862,66.972,145.627,51.271,5.215,94.656,66.888,1.0,45.048,24.045,95.967,22.717,25.009,72.576,418.806,253.986,14.843,19.576,150.465,78.311,81.886,237.217,91.818,264.042,30.821,222.382,88.044,21.943,96.959,136.897,2.502,13.808,8.714,54.54,-14.144814,-27.388973,7.14162,9.985537
dense,105,2782,1693,293.5,113.87,0.28,0.7,636.386,289.916,84.338,69.642,4.723,97.2,153.74,40.716,59.118,59.922,60.897,5.215,106.741,33.053,50.701,60.905,20.588,68.833,20.546,29.185,96.094,444.481,242.219,11.382,42.281,143.871,29.992,81.886,199.078,69.443,261.244,22.301,98.898,53.227,28.226,151.792,128.598,1.0,16.369,10.0,59.407,-16.168224,-28.21254,6.104577,10.170803
dense,106,16599,1703,363.49,144.8,0.22,0.73,334.625,1.0,34.757,47.465,3.482,97.2,149.612,49.881,200.486,105.453,27.74,5.215,24.162,50.861,179.925,115.524,19.436,95.967,20.546,19.79,49.058,521.507,109.254,6.768,27.833,70.238,60.191,16.757,115.417,107.613,107.336,16.975,49.949,35.818,11.472,251.178,105.776,1.0,4.842,8.714,27.77,-33.611248,-23.133621,2.3307068,12.30029
dense,107,5465,1688,189.74,74.97,0.42,0.82,49.732,1.0,7.329,11.56,49.399,28.486,31.961,11.183,121.948,3.678,102.611,2.405,18.12,141.679,20.881,76.762,12.522,63.9,7.515,20.834,24.518,241.414,168.088,4.461,36.089,47.158,39.655,3.101,40.369,118.142,126.924,6.325,76.648,54.566,26.132,139.798,52.869,1.0,2.281,4.857,26.553,-51.760525,-35.516212,1.6577047,18.5581
dense,108,3596,1701,224.78,87.36,0.37,0.78,666.375,141.389,127.589,58.025,7.205,91.914,99.042,28.495,115.665,383.995,65.176,5.215,75.522,38.396,45.731,53.857,17.131,104.6,16.202,26.053,70.531,346.449,176.325,10.229,29.897,136.178,15.496,55.625,141.254,64.178,255.647,23.366,88.885,34.479,17.755,127.803,106.813,1.0,6.123,6.143,47.239,-24.233538,-26.724823,6.289449,11.964718
dense,109,17376,1739,327.32,124.74,0.26,0.77,160.315,1.0,15.769,32.681,9.687,87.686,66.018,21.367,181.637,33.139,37.366,3.81,6.035,38.396,45.731,97.905,12.522,55.267,9.687,20.834,26.563,360.453,77.484,4.461,46.409,42.762,20.328,8.353,76.048,104.98,143.714,13.78,35.487,30.461,9.377,304.298,96.439,1.0,3.562,8.714,25.336,-47.309624,-29.017502,0.9132189,17.259089
dense,110,903,1740,225.27,79.86,0.44,0.86,780.707,615.456,96.997,62.249,24.579,105.657,182.636,46.826,54.406,260.794,73.732,6.62,74.515,57.984,15.91,46.81,15.979,108.3,15.116,26.053,56.216,320.773,238.689,12.536,27.833,129.584,23.952,78.735,254.441,77.34,311.613,25.496,114.472,59.922,13.566,69.542,113.037,1.0,17.65,10.0,49.672,21.429714,-24.204027,11.537794,-9.279005
dense,111,360,1775,359.44,145.7,0.21,0.68,726.353,800.607,85.393,64.362,20.856,98.257,158.9,43.771,71.684,416.134,67.315,6.62,81.565,38.396,20.881,52.095,20.588,102.133,12.945,22.922,52.126,283.428,239.866,9.075,21.64,99.911,16.704,55.625,195.387,66.81,213.672,29.756,102.235,66.618,13.566,138.084,105.776,1.0,6.123,8.714,78.876,24.223936,-22.410213,11.515904,-10.151756
dense,112,14039,1775,272.46,93.85,0.39,0.79,381.482,1.0,16.824,82.314,13.41,139.486,156.836,37.661,154.934,27.783,43.784,6.62,23.155,72.23,105.373,150.762,28.654,113.233,18.374,28.141,62.351,463.154,118.668,10.229,40.217,102.109,63.815,32.514,133.872,119.458,471.118,30.821,91.11,49.209,30.321,151.792,68.43,2.502,3.562,6.143,43.588,-28.510105,-29.649544,5.6148114,13.545675
dense,113,152,1802,579.46,184.76,0.21,0.7,664.501,800.607,56.91,73.866,18.374,109.886,200.181,45.807,74.825,140.271,86.567,6.62,66.459,54.422,75.552,64.429,20.588,103.367,15.116,23.966,53.148,344.114,211.625,10.229,40.217,99.911,19.12,69.281,275.356,66.81,297.622,28.691,115.585,86.705,19.849,156.933,93.327,1.0,8.685,10.0,75.225,18.996471,-25.717216,11.168969,-7.921774
dense,114,931,1804,247.87,86.57,0.42,0.81,627.015,497.448,61.13,77.034,8.446,121.514,170.252,49.881,27.703,54.566,45.923,6.62,83.579,25.93,75.552,15.095,20.588,123.1,15.116,27.097,74.621,334.778,258.693,10.229,34.025,105.406,17.912,67.18,222.453,45.751,325.605,32.951,92.223,58.583,7.283,57.547,120.299,1.0,9.965,8.714,53.323,8.528599,-24.746975,10.136641,-4.660657
dense,115,16060,1827,333.36,102.81,0.4,0.81,357.116,7.104,40.032,49.577,4.723,80.286,123.811,25.44,128.231,57.244,29.879,3.81,57.395,34.834,234.597,38.0,12.522,65.133,15.116,18.746,73.599,589.196,119.845,5.614,38.153,74.634,46.903,18.858,98.193,91.818,84.95,13.78,52.174,42.513,9.377,367.7,90.215,1.0,8.685,8.714,25.336,-32.880802,-22.33218,2.3843105,11.515608
dense,116,832,1824,320.15,115.24,0.3,0.76,630.764,534.071,69.569,68.586,10.928,103.543,176.444,48.862,41.84,124.201,65.176,6.62,68.473,36.615,15.91,11.571,20.588,120.633,16.202,28.141,64.396,353.451,252.809,11.382,27.833,126.287,27.576,71.382,229.835,72.075,250.05,27.626,105.572,77.331,7.283,223.762,125.486,1.0,11.246,8.714,56.973,8.00211,-24.521431,10.167516,-5.286719
dense,117,14778,1834,242.83,94.95,0.34,0.8,394.602,57.969,85.393,34.793,45.676,83.457,58.793,20.349,238.184,464.343,33.088,3.81,57.395,79.353,15.91,184.238,15.979,77.467,12.945,19.79,73.599,432.811,173.972,6.768,44.345,63.644,16.704,14.656,56.363,115.51,93.345,14.845,47.724,27.783,11.472,158.647,79.841,2.502,4.842,4.857,24.119,-38.615124,-20.99768,0.3976165,13.093564
dense,118,16699,1862,192.02,73.46,0.45,0.81,381.482,1.0,30.537,54.857,2.241,100.371,113.491,27.477,118.807,3.678,32.018,5.215,34.233,33.053,60.642,38.0,18.284,60.2,11.859,22.922,72.576,584.528,83.367,9.075,27.833,87.822,19.12,18.858,112.957,70.759,121.328,16.975,32.149,19.748,24.038,146.652,92.29,1.0,8.685,7.429,16.819,-33.068962,-23.66375,2.1565032,12.137067
dense,119,15806,1876,562.83,177.53,0.22,0.8,572.66,84.42,61.13,72.81,9.687,95.086,169.22,34.606,150.222,86.705,34.157,6.62,71.494,56.203,125.254,53.857,14.827,75.0,18.374,23.966,107.342,654.551,131.611,7.921,36.089,126.287,45.695,45.12,179.393,93.134,194.084,16.975,71.086,37.157,15.66,218.621,80.879,1.0,15.088,8.714,22.903,-23.698856,-18.712448,3.7608578,9.67465
dense,120,16562,1862,199.62,83.15,0.36,0.79,664.501,165.804,52.691,55.913,2.241,99.314,281.711,62.101,140.797,322.394,32.018,3.81,33.226,93.599,55.672,191.286,25.197,78.7,20.546,37.536,68.486,675.558,63.364,10.229,52.601,132.881,86.767,45.12,163.399,85.237,194.084,15.91,85.548,71.975,30.321,165.501,83.991,8.511,12.527,10.0,35.071,-25.309937,-16.494797,1.1418277,9.236715
dense,121,5394,1870,339.83,113.19,0.33,0.79,68.475,1.0,18.933,15.784,19.615,72.886,24.737,13.22,142.368,41.174,129.351,3.81,18.12,130.995,35.791,119.048,22.893,78.7,16.202,25.009,24.518,162.054,164.558,3.307,54.665,49.356,15.496,6.252,25.606,151.047,79.353,15.91,91.11,46.531,24.038,328.288,52.869,1.0,2.281,4.857,31.42,-53.692215,-34.720554,0.94725806,19.218718
dense,122,3649,1876,227.55,75.9,0.5,0.85,555.792,47.796,92.777,66.474,9.687,105.657,133.099,29.514,103.099,129.558,70.524,5.215,91.635,63.326,115.313,52.095,21.74,81.167,18.374,33.361,92.004,341.78,157.498,13.689,29.897,117.495,36.031,55.625,140.023,76.024,308.815,30.821,76.648,39.835,28.226,180.923,108.888,1.0,11.246,7.429,64.274,-25.47023,-29.135956,5.222853,12.067682
